timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(44.60466384887695, 38.930049896240234, -28)	(-0.7000911831855774, -0.7140533924102783, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	1.8864234197142307
0.20000000298023224	(44.60231399536133, 38.92939376831055, -27.971162796020508)	(-0.7011791467666626, -0.7129625082015991, -0.005685990676283836)	(-0.06268423795700073, -0.07255232334136963, 0.14889797568321228)	124.80648960168915	-0.2934598759504188	0	0	0.5	0.5	0.09201378790370676	1	False	0	0	1.8849366170717947
0.41625000908970833	(44.544219970703125, 38.8736572265625, -27.90143585205078)	(-0.702223002910614, -0.7119264602661133, -0.006595938000828028)	(-0.12763188779354095, -0.20255832374095917, 0.44710248708724976)	189.7395577975008	-0.3706495483506441	0	0	0.1575480329277138	0.1575480329277138	0.388921545210026	2	False	0	0	1.871878823551028
0.6015000194311142	(44.52427673339844, 38.84457015991211, -27.849258422851562)	(-0.6999885439872742, -0.7140581011772156, -0.011712901294231415)	(-0.15066851675510406, -0.18343482911586761, 0.1491309553384781)	184.92621198705228	-0.3605504795469958	0	0	0.5481014288500765	0.5481014288500765	0.29339817702636783	1	False	0	0	1.8733656076671925
0.7797500230371952	(44.491119384765625, 38.80147171020508, -27.821395874023438)	(-0.6959508657455444, -0.7180760502815247, -0.004370581824332476)	(-0.25083836913108826, -0.33175528049468994, 0.16918037831783295)	179.64902035887192	-0.349988249172195	0	0	0.6715450739204989	0.6715450739204989	0.466234618832983	2	False	0	0	1.8726820310096073
0.9535000324249268	(44.42365264892578, 38.7130126953125, -27.786178588867188)	(-0.6901924014091492, -0.7236185073852539, 0.003267679363489151)	(-0.570905327796936, -0.7359545230865479, 0.265401154756546)	173.98157584634572	-0.33887750460789934	0	0	0.6349425673944222	0.6349425673944222	1.0022136343654124	3	False	0	0	1.8717497448686937
1.134500041604042	(44.26591491699219, 38.508758544921875, -27.754728317260742)	(-0.6769834160804749, -0.7358524799346924, 0.014645734801888466)	(-1.1610039472579956, -1.513227105140686, 0.007568329107016325)	167.35541772472646	-0.32582036126370223	0	0	0.16618811109630494	0.16618811109630494	3.2788877183101484	7	False	0	0	1.8680324734714717
1.3115000538527966	(44.02566146850586, 38.179229736328125, -27.760374069213867)	(-0.6567301154136658, -0.7540280818939209, 0.01214073970913887)	(-1.5064163208007812, -2.1673502922058105, -0.02575019560754299)	161.09744137309335	-0.31352853311210516	0	0	0	0	2.602784440954858	10	False	0	0	1.8713009341992979
1.4867500625550747	(43.76972198486328, 37.8028678894043, -27.7677001953125)	(-0.6345251798629761, -0.7729007601737976, 0.0014414828037843108)	(-1.3792668581008911, -2.110024929046631, -0.08927284926176071)	154.44236409871903	-0.300171388442523	0	0	0.10462791462855535	0.10462791462855535	2.4775650521600863	9	False	0	0	1.8645486787764893
1.6630000658333302	(43.50583267211914, 37.40100860595703, -27.768383026123047)	(-0.6124927401542664, -0.7904762029647827, 1.693218837317545e-05)	(-1.663083553314209, -2.586123466491699, 0.015040207654237747)	149.52818232212334	-0.2918872875452397	0	0	0	0	2.8938346669473773	11	False	0	0	1.8651806162968074
1.840000070631504	(43.234596252441406, 36.95590591430664, -27.771312713623047)	(-0.5864385366439819, -0.8099765181541443, -0.005273814313113689)	(-1.4375667572021484, -2.4441657066345215, 0.005015213042497635)	146.9234174753616	-0.2856483873507362	0	0	0.12615206235545676	0.12615206235545676	2.8455474131565737	10	False	0	0	1.8625688853308822
