,description,kappas,method,outcome,road,visited,accum_neg_oob,avg_brake,avg_brake_input,avg_oob_counter,avg_oob_distance,avg_steering,avg_steering_input,avg_throttle,avg_throttle_input,avg_vel_kmh,avg_wheelspeed,max_brake,max_brake_input,max_oob_counter,max_oob_distance,max_oob_percentage,max_steering,max_steering_input,max_throttle,max_throttle_input,max_vel_kmh,max_wheelspeed,mean_brake,mean_brake_input,mean_oob_counter,mean_oob_distance,mean_steering,mean_steering_input,mean_throttle,mean_throttle_input,mean_vel_kmh,mean_wheelspeed,min_brake,min_brake_input,min_oob_counter,min_oob_distance,min_steering,min_steering_input,min_throttle,min_throttle_input,min_vel_kmh,min_wheelspeed,simulation_file,generation,parent_index,parent_min_oob_distance,parent_outcome 
69,Successful test,"[-0.04183673469387755, -0.03490628904623074, -0.06131696827002355, -0.01970025851716304, 0.003769129237938998, 0.047646680258347174, 0.0389914343964345, 0.050161167607290086, 0.014413990544577822, 0.013393582381312517, 0.04502623544253701, 0.05624322939773052, -0.0294710563165552, 0.014986355294662468, 0.03233329407017267, -0.010510240139637344, -0.017653097282494493, -0.014591872792698572, -0.04010207687433122]",reverse kappas,PASS,"[(23.4740620827979, 10.0), (23.48202534990523, 19.99999682931835), (27.233088353866734, 29.269814860990344), (34.848111212442944, 35.75143710109056), (44.401232382944755, 38.70742693559779), (54.15927455195427, 40.893888238212654), (63.04071358956759, 45.489542774963475), (69.17267121501311, 53.38885259796322), (71.29966651953006, 63.16002913789754), (70.21640727961054, 73.10118346821194), (67.76585386799906, 82.79627438974741), (62.627274373783166, 91.37502725841217), (55.1340148992775, 97.99704073225314), (48.08754959145473, 105.09262574447378), (41.57299415905426, 112.67949384126982), (33.46158883218058, 118.52800678245113), (24.76152690741671, 123.45841472756825), (16.83957223564464, 129.561089073983), (10.0, 136.85631022439367)]",True,-5.12070240063346,0.03372280249120936,0.03406003051612147,0.0,1.099443904619882,-20.80601299335347,0.04101218228920504,0.18437640413967166,0.21931839577716533,33.97029702970297,9.524271599246186,0.5092386710776992,0.5092386710776992,0.0,1.973846314100982,0.0,140.2130069688564,0.5814184399361336,0.9990614794458019,0.9990614794458019,60.0,16.985430355274893,0.03372280249120936,0.03406003051612147,0.0,1.099443904619882,-20.80601299335347,0.04101218228920504,0.18437640413967166,0.21931839577716533,33.97029702970297,9.524271599246186,0.0,0.0,0.0,-0.960996746885415,-296.2339153645375,-0.2761560818599528,0.0,0.0,0.0,0.0,sim_2021-01-22--00-29-41,2.0,"Int64Index([63], dtype='int64')",-0.9452598386628188,PASS
70,Successful test,"[0.013393582381312517, 0.014413990544577822, 0.050161167607290086, 0.0389914343964345, 0.047646680258347174, 0.003769129237938998, -0.01970025851716304, -0.06131696827002355, -0.03490628904623074, -0.04183673469387755, -0.04010207687433122, -0.014591872792698572, -0.017653097282494493, -0.010510240139637344, 0.03233329407017267, 0.014986355294662468, -0.0294710563165552, 0.016447311030383577, 0.04502623544253701]",split and swap kappas,PASS,"[(70.73283263882041, 10.0), (70.74079590592774, 19.99999682931835), (69.36277948162913, 29.904595293383576), (64.91328933446121, 38.86015431726676), (57.03743711402326, 45.02221174979874), (47.30242950861475, 47.30904950587992), (37.305901877389346, 47.04554368403344), (27.32010403781429, 47.57831146378189), (18.35243491816948, 52.003343730395194), (12.450553411611487, 60.07600095602721), (10.0, 69.77109187756267), (11.614080885669054, 79.63996936664509), (15.83350779410032, 88.70619441152492), (21.453591210548993, 96.97751005005297), (28.178939117738153, 104.3781651242519), (34.05836724782808, 112.46719008793616), (37.87795691935737, 121.70898291947846), (42.35627184690871, 130.65016267439174), (47.40692193105734, 139.28097571416322)]",False,-2.91702094649285,0.02544572391229535,0.025700181151418304,0.0,1.277311574344112,-3.2920797571835014,0.006482653130444053,0.15473242734253254,0.2126834714660097,33.42574257425743,9.414551092308642,0.4547514923441131,0.4547514923441131,0.0,1.9991143050676823,0.0,115.67527978068702,0.2889021881772068,0.9994508837523656,0.9994508837523656,54.0,15.270529480933536,0.02544572391229535,0.025700181151418304,0.0,1.277311574344112,-3.2920797571835014,0.006482653130444053,0.15473242734253254,0.2126834714660097,33.42574257425743,9.414551092308642,0.0,0.0,0.0,-0.5649955529235289,-146.99381741122335,-0.22651313765048195,0.0,0.0,0.0,0.0,sim_2021-01-22--00-30-23,2.0,"Int64Index([63], dtype='int64')",-0.9452598386628188,PASS
71,Successful test,"[0.04010207687433122, 0.014591872792698572, 0.017653097282494493, 0.010510240139637344, -0.03233329407017267, -0.014986355294662468, 0.0294710563165552, -0.016447311030383577, -0.04502623544253701, -0.013393582381312517, -0.014413990544577822, -0.050161167607290086, -0.0389914343964345, -0.047646680258347174, -0.003769129237938998, 0.01970025851716304, 0.06131696827002355, 0.03490628904623074, 0.04183673469387755]",flip sign kappas,PASS,"[(36.22894662627276, 10.0), (36.23690989338009, 19.99999682931835), (33.54383943032752, 29.630540504575414), (29.339729214128752, 38.703878219554014), (23.90377357009355, 47.097351054804136), (19.41418620933071, 56.03287595992742), (17.144134727289497, 65.7718115418523), (14.175322620573581, 75.32095572732867), (10.591414107983027, 84.6566720776352), (10.0, 94.6391682260381), (12.308227158571555, 104.36912646769734), (15.942657564761973, 113.68529067956901), (22.34525843252922, 121.36687268642581), (31.4340965443087, 125.53736687511194), (41.43405172238732, 125.50742632704582), (51.09776353464221, 122.93591431857973), (60.93545222774631, 121.14151158296772), (70.68413197371457, 123.36934533137625), (78.29515833814243, 129.85565997684205)]",False,-3.50388787271231,0.020787299866604297,0.021023519183270254,0.0,1.2488130562823923,3.744806720939206,-0.007380230836298311,0.1859270782995628,0.24375430273077167,37.359550561797754,10.522359608343288,0.6143790816421373,0.6143790816421373,0.0,1.9924169894683905,0.0,120.37633830714076,0.22422215163747738,0.9524676955509903,0.9999946871237088,64.0,18.09488372878741,0.020787299866604297,0.021023519183270254,0.0,1.2488130562823923,3.744806720939206,-0.007380230836298311,0.1859270782995628,0.24375430273077167,37.359550561797754,10.522359608343288,0.0,0.0,0.0,-0.37934388881342995,-114.35380624827305,-0.232301494230186,0.0,0.0,0.0,0.0,sim_2021-01-22--00-31-05,2.0,"Int64Index([63], dtype='int64')",-0.9452598386628188,PASS
72,Car drove out of the lane beamng_executor/sim_2021-01-22--00-31-43,"[-0.044112284561764345, -0.01605106007196843, -0.019418407010743943, -0.01156126415360108, 0.03556662347718994, 0.016484990824128715, -0.032418161948210726, 0.018092042133421936, 0.049528858986790714, 0.01473294061944377, 0.015855389599035607, 0.0551772843680191, 0.042890577836077956, 0.0524113482841819, 0.004146042161732898, -0.021670284368879345, -0.0674486650970259, -0.03839691795085382, -0.04602040816326531]",increase kappas 10%,FAIL,"[(50.46496926666063, 10.0), (50.47293253376796, 19.99999682931835), (53.44354080397453, 29.548582405464185), (58.052108736677894, 38.42332756291283), (63.97469206765487, 46.480808973852206), (68.88987169906495, 55.189483338585994), (71.3985231181457, 64.86970379359342), (74.66958554823975, 74.31957948475609), (78.60858129823731, 83.51111431205784), (79.27574359656452, 93.48883421530682), (76.75771029276436, 103.16661848036219), (72.79469677251257, 112.3478234033721), (65.8863114166957, 119.57791412033653), (56.38708730631414, 122.70277272525702), (46.51275296116597, 121.1224179422329), (37.47158331307443, 116.84956744234078), (28.091184695487314, 113.38429374821939), (18.133225513592663, 114.30028988997978), (10.0, 120.11842040974689)]",False,-2.073385981387608,0.008547272743380787,0.008641198817483873,0.010869565217391304,1.4484841538141426,-4.265088940544154,0.00834837462117277,0.1820200130635326,0.2280814318787133,35.90217391304348,10.104015610456736,0.41007238293412207,0.41007238293412207,1.0,1.998140833861683,0.9567872506018033,117.498981084614,0.33058378875175043,0.9998249267718481,0.9999981691875467,59.0,16.39384387730801,0.008547272743380787,0.008641198817483873,0.010869565217391304,1.4484841538141426,-4.265088940544154,0.00834837462117277,0.1820200130635326,0.2280814318787133,35.90217391304348,10.104015610456736,0.0,0.0,0.0,-1.3418988309221227,-169.48644244379295,-0.22957924118810957,0.0,0.0,0.0,0.0,sim_2021-01-22--00-31-43,2.0,"Int64Index([63], dtype='int64')",-0.9452598386628188,PASS
73,Successful test,,reversed road,PASS,"[(10.0, 136.85631022439367), (16.83957223564464, 129.561089073983), (24.76152690741671, 123.45841472756825), (33.46158883218058, 118.52800678245113), (41.57299415905426, 112.67949384126982), (48.08754959145473, 105.09262574447378), (55.1340148992775, 97.99704073225314), (62.627274373783166, 91.37502725841217), (67.76585386799906, 82.79627438974741), (70.21640727961054, 73.10118346821194), (71.29966651953006, 63.16002913789754), (69.17267121501311, 53.38885259796322), (63.04071358956759, 45.489542774963475), (54.15927455195427, 40.893888238212654), (44.401232382944755, 38.70742693559779), (34.848111212442944, 35.75143710109056), (27.233088353866734, 29.269814860990344), (23.48202534990523, 19.99999682931835), (23.4740620827979, 10.0)]",False,0.0,0.021129830449739706,0.021375526152643657,0.0,1.3814071323263735,-1.6022235637822348,0.0028599893509402246,0.17548362615968954,0.2026357633512771,38.747126436781606,10.926037460439279,0.38268302401843357,0.38268302401843357,0.0,1.9985824547813675,0.0,122.16729643184172,0.23551186508007707,0.9537895233103177,0.982579488832118,61.0,17.20178555692453,0.021129830449739706,0.021375526152643657,0.0,1.3814071323263735,-1.6022235637822348,0.0028599893509402246,0.17548362615968954,0.2026357633512771,38.747126436781606,10.926037460439279,0.0,0.0,0.0,0.3059028646595132,-120.44207444696004,-0.23987826321324945,0.0,0.0,0.0,0.0,sim_2021-01-22--00-32-22,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
74,Successful test,"[-0.04010207687433122, -0.014591872792698572, -0.017653097282494493, -0.010510240139637344, 0.03233329407017267, 0.014986355294662468, -0.0294710563165552, 0.016447311030383577, 0.04502623544253701, 0.013393582381312517, 0.014413990544577822, 0.050161167607290086, 0.0389914343964345, 0.047646680258347174, 0.003769129237938998, -0.01970025851716304, -0.06131696827002355, -0.03490628904623074, -0.04183673469387755]",reverse kappas,PASS,"[(51.87526989403227, 10.0), (51.8832331611396, 19.99999682931835), (54.59163832211681, 29.62623916389481), (58.8101938841324, 38.692869683012), (64.2595105228853, 47.07767428244131), (68.76332337942861, 56.0060375004805), (71.04888272658407, 65.74134532666814), (74.0328995403743, 75.28574911396764), (77.6316720634652, 84.61574570169724), (78.23898407297858, 94.59728727217124), (75.94625628823884, 104.33090937830842), (72.32666790759892, 113.65285016093176), (65.93630925406049, 121.3446195463948), (56.854124819136885, 125.5295838102842), (46.85413463882482, 125.51556975796994), (37.18633955668942, 122.95945194968358), (27.34580547970475, 121.1807195134517), (17.60068626363538, 123.42407669958936), (10.0, 129.92250484197768)]",True,-3.3261735079380785,0.01595015626721103,0.016125432709707857,0.0,1.400667539178276,-6.463254405571534,0.012605220196316226,0.19510917479285803,0.24677310025725416,37.18478260869565,10.476103747330457,0.39610082259102036,0.39610082259102036,0.0,1.9990009943824527,0.0,109.3988860667598,0.3112370456901367,0.9999987654051912,0.9999991504181618,64.0,17.839018478770807,0.01595015626721103,0.016125432709707857,0.0,1.400667539178276,-6.463254405571534,0.012605220196316226,0.19510917479285803,0.24677310025725416,37.18478260869565,10.476103747330457,0.0,0.0,0.0,-0.9481032156132847,-159.2039236341725,-0.21384883683462858,0.0,0.0,0.0,0.0,sim_2021-01-22--00-33-00,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
75,Successful test,"[0.013393582381312517, 0.04502623544253701, 0.016447311030383577, -0.0294710563165552, 0.014986355294662468, 0.03233329407017267, -0.010510240139637344, -0.017653097282494493, -0.014591872792698572, -0.04010207687433122, -0.04183673469387755, -0.03490628904623074, -0.06131696827002355, -0.01970025851716304, 0.003769129237938998, 0.047646680258347174, 0.0389914343964345, 0.050161167607290086, 0.014413990544577822]",split and swap kappas,PASS,"[(54.988561477151706, 10.0), (54.996524744259034, 19.99999682931835), (52.124521283131756, 29.578702176037858), (46.48907441704833, 37.83955798034472), (41.40312804839985, 46.449618928748706), (36.95353997644757, 55.40512929890294), (30.52876834895868, 63.068177617595296), (23.307708570509007, 69.98600210771185), (17.12905386165228, 77.84884039860418), (12.29272778473974, 86.60155141164327), (10.0, 96.33517351778045), (11.774193372302548, 106.17652697539377), (17.103655608500304, 114.63801811306814), (25.743827418986655, 119.67264134477844), (35.668871346827046, 120.8947309611481), (45.659688035959974, 121.32319552694428), (55.21323428585711, 124.27781124664052), (62.644074189493594, 130.96979289085652), (66.46356280590496, 140.21162748735867)]",False,0.0,0.014662161532809491,0.01481814197464789,0.0,1.2501387287326489,4.953549156852426,-0.009975845550718116,0.16957309188957406,0.22296200834779695,35.463157894736845,9.982903915285531,0.32609873275635737,0.32609873275635737,0.0,1.9920853321084466,0.0,103.88375955926148,0.2761599322542514,0.9999999625980857,0.9999999625980857,59.0,16.638976413797543,0.014662161532809491,0.01481814197464789,0.0,1.2501387287326489,4.953549156852426,-0.009975845550718116,0.16957309188957406,0.22296200834779695,35.463157894736845,9.982903915285531,0.0,0.0,0.0,0.10235804084198885,-139.23799510287418,-0.20223368899486213,0.0,0.0,0.0,0.0,sim_2021-01-22--00-33-39,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
76,Successful test,"[0.04183673469387755, 0.03490628904623074, 0.06131696827002355, 0.01970025851716304, -0.003769129237938998, -0.047646680258347174, -0.0389914343964345, -0.050161167607290086, -0.014413990544577822, -0.013393582381312517, -0.04502623544253701, -0.016447311030383577, 0.0294710563165552, -0.014986355294662468, -0.03233329407017267, 0.010510240139637344, 0.017653097282494493, 0.014591872792698572, 0.04010207687433122]",flip sign kappas,PASS,"[(57.74087830538817, 10.0), (57.7488415724955, 19.99999682931835), (54.01254692862735, 29.27577724576861), (46.40785670253917, 35.76951935377066), (36.859455513828884, 38.74072024557114), (27.10490799464592, 40.94271994947702), (18.23079950371828, 45.55251370747162), (12.111430514093563, 53.461579592190205), (10.0, 63.236131304885504), (11.09909067448909, 73.17554777111988), (13.565081892962958, 82.86672351560051), (18.717317845836085, 91.43728153045122), (26.221114385919243, 98.04735244421879), (33.27887156106801, 105.13170588378094), (39.8055019788386, 112.70818893265208), (47.926211669433165, 118.54377580297485), (56.63411498874135, 123.46032131599327), (64.56577905541266, 129.55037099834195), (71.41696137185778, 136.83468983175592)]",False,-3.1099568257501073,0.028641534359361454,0.02892794970295506,0.0,1.1915237169431074,8.530316936883196,-0.016595215197342653,0.1588226983666574,0.21084380759283206,33.20792079207921,9.351065762708359,0.4281126261726492,0.4281126261726492,0.0,1.9963310897452864,0.0,144.86335817534174,0.27826862370038713,0.9495417023321636,0.9495417023321636,59.0,16.727363870992598,0.028641534359361454,0.02892794970295506,0.0,1.1915237169431074,8.530316936883196,-0.016595215197342653,0.1588226983666574,0.21084380759283206,33.20792079207921,9.351065762708359,0.0,0.0,0.0,-0.2955328535378743,-142.1321247890714,-0.27246431078508887,0.0,0.0,0.0,0.0,sim_2021-01-22--00-34-19,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
77,Successful test,"[-0.04602040816326531, -0.03839691795085382, -0.0674486650970259, -0.021670284368879345, 0.004146042161732898, 0.0524113482841819, 0.042890577836077956, 0.0551772843680191, 0.015855389599035607, 0.01473294061944377, 0.049528858986790714, 0.018092042133421936, -0.032418161948210726, 0.016484990824128715, 0.03556662347718994, -0.01156126415360108, -0.019418407010743943, -0.01605106007196843, -0.044112284561764345]",increase kappas 10%,PASS,"[(25.35973700500196, 10.0), (25.36770027210929, 19.99999682931835), (29.471611785720782, 29.11909274330275), (37.61802729147006, 34.91874052637439), (47.4685989646195, 36.64101742401474), (57.43209602042842, 37.49467216621862), (66.76166025494618, 41.09456538602488), (73.40072256228609, 48.57272369400809), (75.73587132365614, 58.29625598748416), (74.54398715067052, 68.22497252680516), (71.85341434150124, 77.85621429298251), (66.25890614181611, 86.14484976594522), (58.231794187634904, 92.10852930755719), (50.652083479813285, 98.63141100092972), (43.61551438536779, 105.7368100311809), (34.98747968726127, 110.79220489689317), (25.816193038166432, 114.77811774091458), (17.369657538965015, 120.13125122147812), (10.0, 126.89055205502416)]",False,0.0,0.027934000077752198,0.0281975283803725,0.0,1.309910458408315,-14.730592406666917,0.028921719905078025,0.15835301182565192,0.21835933772247904,32.149532710280376,9.021817021787562,0.687737306676845,0.687737306676845,0.0,1.998483042935958,0.0,156.12500320596905,0.36837444499107364,0.6915696281296874,0.7760207862029797,57.0,16.07178303526309,0.027934000077752198,0.0281975283803725,0.0,1.309910458408315,-14.730592406666917,0.028921719905078025,0.15835301182565192,0.21835933772247904,32.149532710280376,9.021817021787562,0.0,0.0,0.0,0.07058659200106376,-193.0684859054414,-0.3053131397574396,0.0,0.0,0.0,0.0,sim_2021-01-22--00-35-01,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
78,Car drove out of the lane beamng_executor/sim_2021-01-22--00-35-45,"[-0.04183673469387755, -0.03490628904623074, -0.06131696827002355, -0.01970025851716304, 0.003769129237938998, 0.047646680258347174, 0.0389914343964345, 0.050161167607290086, 0.014413990544577822, 0.013393582381312517, 0.04502623544253701, 0.05624322939773052, -0.0294710563165552, 0.014986355294662468, 0.03233329407017267, -0.010510240139637344, -0.017653097282494493, -0.014591872792698572, -0.04010207687433122]",randomly modify a kappa,FAIL,"[(36.16756384556291, 10.0), (36.17552711267024, 19.99999682931835), (39.92659011663174, 29.269814860990344), (47.541612975207954, 35.75143710109056), (57.094734145709765, 38.70742693559779), (66.85277631471928, 40.893888238212654), (75.7342153523326, 45.489542774963475), (81.86617297777812, 53.38885259796322), (83.99316828229507, 63.16002913789754), (82.90990904237555, 73.10118346821194), (80.45935563076407, 82.79627438974741), (75.32077613654818, 91.37502725841217), (66.66639988977633, 96.38519409987678), (57.42078150073155, 100.19551437567473), (48.47511548135246, 104.66486102476408), (38.731065669095145, 106.91285863513826), (28.800160936596555, 108.08637096742842), (19.13225977593919, 110.64208752991341), (10.0, 114.71662202906337)]",False,-1.4381125376164938,0.0,0.0,0.02,1.104860742047254,-78.60972822314099,0.15664144774728767,0.1821549901645464,0.22805096913878425,20.88,5.92187750048287,0.0,0.0,1.0,1.9996066263378214,0.9969209356160869,63.47809184951434,0.33290618187902704,0.8070591845467381,0.8070591845467381,40.0,11.18349344936307,0.0,0.0,0.02,1.104860742047254,-78.60972822314099,0.15664144774728767,0.1821549901645464,0.22805096913878425,20.88,5.92187750048287,0.0,0.0,0.0,-0.9900603702642456,-169.53713005612258,-0.12503593963810392,0.0,0.0,0.0,0.0,sim_2021-01-22--00-35-45,3.0,"Int64Index([69], dtype='int64')",-0.960996746885415,PASS
79,Successful test,,reversed road,PASS,"[(10.0, 129.92250484197768), (17.60068626363538, 123.42407669958936), (27.34580547970475, 121.1807195134517), (37.18633955668942, 122.95945194968358), (46.85413463882482, 125.51556975796994), (56.854124819136885, 125.5295838102842), (65.93630925406049, 121.3446195463948), (72.32666790759892, 113.65285016093176), (75.94625628823884, 104.33090937830842), (78.23898407297858, 94.59728727217124), (77.6316720634652, 84.61574570169724), (74.0328995403743, 75.28574911396764), (71.04888272658407, 65.74134532666814), (68.76332337942861, 56.0060375004805), (64.2595105228853, 47.07767428244131), (58.8101938841324, 38.692869683012), (54.59163832211681, 29.62623916389481), (51.8832331611396, 19.99999682931835), (51.87526989403227, 10.0)]",False,-1.9023430122721274,0.034841119047610496,0.03519304954304091,0.0,1.3338452088427386,15.225671989143452,-0.030049414977034856,0.1682240968219508,0.2417098367668501,33.85,9.494697897030301,0.6534694952161587,0.6534694952161587,0.0,1.9931779041504873,0.0,188.00470605118431,0.2621072244750092,0.9950373008496545,0.9989425414361569,62.0,17.463409756569256,0.034841119047610496,0.03519304954304091,0.0,1.3338452088427386,15.225671989143452,-0.030049414977034856,0.1682240968219508,0.2417098367668501,33.85,9.494697897030301,0.0,0.0,0.0,-0.21833287250935296,-133.61310329906584,-0.368769104749126,0.0,0.0,0.0,0.0,sim_2021-01-22--00-36-10,4.0,"Int64Index([74], dtype='int64')",-0.9481032156132847,PASS
80,Successful test,"[-0.04183673469387755, -0.03490628904623074, -0.06131696827002355, -0.01970025851716304, 0.003769129237938998, 0.047646680258347174, -0.008967749277034892, 0.050161167607290086, 0.014413990544577822, 0.013393582381312517, 0.04502623544253701, 0.016447311030383577, -0.0294710563165552, 0.014986355294662468, 0.03233329407017267, -0.010510240139637344, -0.017653097282494493, -0.014591872792698572, -0.07989799524167816]",reverse kappas,PASS,"[(23.4740620827979, 10.0), (23.48202534990523, 19.99999682931835), (27.233088353866734, 29.269814860990344), (34.848111212442944, 35.75143710109056), (44.401232382944755, 38.70742693559779), (54.15927455195427, 40.893888238212654), (63.04071358956759, 45.489542774963475), (69.17267121501311, 53.38885259796322), (71.29966651953006, 63.16002913789754), (70.21640727961054, 73.10118346821194), (67.76585386799906, 82.79627438974741), (62.627274373783166, 91.37502725841217), (55.1340148992775, 97.99704073225314), (48.08754959145473, 105.09262574447378), (41.57299415905426, 112.67949384126982), (33.46158883218058, 118.52800678245113), (24.76152690741671, 123.45841472756825), (16.83957223564464, 129.561089073983), (10.0, 136.85631022439367)]",True,-5.089351040608187,0.031021142384516937,0.031331353808362106,0.0,1.0970351867663366,-20.69653973170606,0.04074445731331045,0.17769611084715467,0.21908753933291372,34.0,9.548317820158779,0.4251722570206996,0.4251722570206996,0.0,1.9769412068195316,0.0,140.41851329961764,0.58063023968963,0.9131285297159051,0.9736665478458315,61.0,17.051925927050696,0.031021142384516937,0.031331353808362106,0.0,1.0970351867663366,-20.69653973170606,0.04074445731331045,0.17769611084715467,0.21908753933291372,34.0,9.548317820158779,0.0,0.0,0.0,-0.9596856589889664,-296.7153527694349,-0.27675808020141784,0.0,0.0,0.0,0.0,sim_2021-01-22--00-36-52,4.0,"Int64Index([74], dtype='int64')",-0.9481032156132847,PASS
81,Successful test,"[0.013393582381312517, 0.014413990544577822, 0.050161167607290086, 0.0389914343964345, 0.047646680258347174, 0.003769129237938998, -0.01970025851716304, -0.06131696827002355, -0.03490628904623074, -0.04183673469387755, -0.04010207687433122, -0.014591872792698572, -0.017653097282494493, -0.010510240139637344, 0.03233329407017267, 0.014986355294662468, -0.0294710563165552, 0.016447311030383577, 0.04502623544253701]",split and swap kappas,PASS,"[(70.73283263882041, 10.0), (70.74079590592774, 19.99999682931835), (69.36277948162913, 29.904595293383576), (64.91328933446121, 38.86015431726676), (57.03743711402326, 45.02221174979874), (47.30242950861475, 47.30904950587992), (37.305901877389346, 47.04554368403344), (27.32010403781429, 47.57831146378189), (18.35243491816948, 52.003343730395194), (12.450553411611487, 60.07600095602721), (10.0, 69.77109187756267), (11.614080885669054, 79.63996936664509), (15.83350779410032, 88.70619441152492), (21.453591210548993, 96.97751005005297), (28.178939117738153, 104.3781651242519), (34.05836724782808, 112.46719008793616), (37.87795691935737, 121.70898291947846), (42.35627184690871, 130.65016267439174), (47.40692193105734, 139.28097571416322)]",False,-2.920587845597574,0.02451679899454847,0.024761966984493955,0.0,1.278879745019061,-3.2144207659962207,0.0063988057047307265,0.14953832968982714,0.19868357191683658,33.584158415841586,9.46679772248504,0.4589837627901683,0.4589837627901683,0.0,1.999198947075684,0.0,115.67441659791712,0.28957362241808676,0.8187939912773904,0.8187939912773904,53.0,15.13151827941656,0.02451679899454847,0.024761966984493955,0.0,1.278879745019061,-3.2144207659962207,0.0063988057047307265,0.14953832968982714,0.19868357191683658,33.584158415841586,9.46679772248504,0.0,0.0,0.0,-0.5599411098794609,-147.53456079909057,-0.22651113728026,0.0,0.0,0.0,0.0,sim_2021-01-22--00-37-34,4.0,"Int64Index([74], dtype='int64')",-0.9481032156132847,PASS
82,Successful test,"[0.04010207687433122, 0.014591872792698572, 0.017653097282494493, 0.010510240139637344, -0.03233329407017267, -0.014986355294662468, 0.0294710563165552, -0.016447311030383577, -0.04502623544253701, -0.013393582381312517, -0.014413990544577822, -0.050161167607290086, -0.0389914343964345, -0.047646680258347174, -0.003769129237938998, 0.01970025851716304, 0.06131696827002355, 0.03490628904623074, 0.04183673469387755]",flip sign kappas,PASS,"[(36.22894662627276, 10.0), (36.23690989338009, 19.99999682931835), (33.54383943032752, 29.630540504575414), (29.339729214128752, 38.703878219554014), (23.90377357009355, 47.097351054804136), (19.41418620933071, 56.03287595992742), (17.144134727289497, 65.7718115418523), (14.175322620573581, 75.32095572732867), (10.591414107983027, 84.6566720776352), (10.0, 94.6391682260381), (12.308227158571555, 104.36912646769734), (15.942657564761973, 113.68529067956901), (22.34525843252922, 121.36687268642581), (31.4340965443087, 125.53736687511194), (41.43405172238732, 125.50742632704582), (51.09776353464221, 122.93591431857973), (60.93545222774631, 121.14151158296772), (70.68413197371457, 123.36934533137625), (78.29515833814243, 129.85565997684205)]",False,-3.5531212455411967,0.01712889779967688,0.0173235443655823,0.0,1.2516294619558126,3.8693786939489385,-0.007615284600895273,0.19376874151469242,0.24740878383433873,37.258426966292134,10.510985779701247,0.38957823451323104,0.38957823451323104,0.0,1.9963422238935975,0.0,120.36575645012502,0.22410911924567326,0.9999957107506343,0.9999957107506343,64.0,18.022118012864574,0.01712889779967688,0.0173235443655823,0.0,1.2516294619558126,3.8693786939489385,-0.007615284600895273,0.19376874151469242,0.24740878383433873,37.258426966292134,10.510985779701247,0.0,0.0,0.0,-0.37376495497308504,-114.41888205830885,-0.2323391910106134,0.0,0.0,0.0,0.0,sim_2021-01-22--00-38-15,4.0,"Int64Index([74], dtype='int64')",-0.9481032156132847,PASS
83,Car drove out of the lane beamng_executor/sim_2021-01-22--00-38-54,"[-0.044112284561764345, -0.01605106007196843, -0.019418407010743943, -0.01156126415360108, 0.03556662347718994, 0.016484990824128715, -0.032418161948210726, 0.018092042133421936, 0.049528858986790714, 0.01473294061944377, 0.015855389599035607, 0.0551772843680191, 0.042890577836077956, 0.0524113482841819, 0.004146042161732898, -0.021670284368879345, -0.0674486650970259, -0.03839691795085382, -0.04602040816326531]",increase kappas 10%,FAIL,"[(50.46496926666063, 10.0), (50.47293253376796, 19.99999682931835), (53.44354080397453, 29.548582405464185), (58.052108736677894, 38.42332756291283), (63.97469206765487, 46.480808973852206), (68.88987169906495, 55.189483338585994), (71.3985231181457, 64.86970379359342), (74.66958554823975, 74.31957948475609), (78.60858129823731, 83.51111431205784), (79.27574359656452, 93.48883421530682), (76.75771029276436, 103.16661848036219), (72.79469677251257, 112.3478234033721), (65.8863114166957, 119.57791412033653), (56.38708730631414, 122.70277272525702), (46.51275296116597, 121.1224179422329), (37.47158331307443, 116.84956744234078), (28.091184695487314, 113.38429374821939), (18.133225513592663, 114.30028988997978), (10.0, 120.11842040974689)]",False,-2.054716779722927,0.008574402493799965,0.008668626697028534,0.010869565217391304,1.446913894916845,-4.3399188782798905,0.008549924229770892,0.17710312091552122,0.22794113564747148,35.94565217391305,10.109774241359839,0.4387302300486712,0.4387302300486712,1.0,1.9877568513554802,0.9586449866272955,117.64692448784108,0.3305463244133279,0.9733911350718486,0.9917524142968402,59.0,16.43139505827378,0.008574402493799965,0.008668626697028534,0.010869565217391304,1.446913894916845,-4.3399188782798905,0.008549924229770892,0.17710312091552122,0.22794113564747148,35.94565217391305,10.109774241359839,0.0,0.0,0.0,-1.3468038185737319,-169.4932392622133,-0.23110611070450376,0.0,0.0,0.0,0.0,sim_2021-01-22--00-38-54,4.0,"Int64Index([74], dtype='int64')",-0.9481032156132847,PASS
