,accum_neg_oob,avg_brake,avg_brake_input,avg_oob_counter,avg_oob_distance,avg_steering,avg_steering_input,avg_throttle,avg_throttle_input,avg_vel_kmh,avg_wheelspeed,description,kappas,max_brake,max_brake_input,max_oob_counter,max_oob_distance,max_oob_percentage,max_steering,max_steering_input,max_throttle,max_throttle_input,max_vel_kmh,max_wheelspeed,mean_brake,mean_brake_input,mean_oob_counter,mean_oob_distance,mean_steering,mean_steering_input,mean_throttle,mean_throttle_input,mean_vel_kmh,mean_wheelspeed,method,min_brake,min_brake_input,min_oob_counter,min_oob_distance,min_steering,min_steering_input,min_throttle,min_throttle_input,min_vel_kmh,min_wheelspeed,outcome,road,simulation_file,visited,generation,parent_index,parent_min_oob_distance,parent_outcome
0,-2.798204533113646,0.0,0.0,0.006993006993006993,0.9089670060130928,-244.1844579034308,0.48194448655835986,0.16193722075853267,0.1630776237216209,11.93006993006993,3.489740639166397,Car drove out of the lane beamng_executor/sim_2021-01-23--15-27-26,"[-0.04591836734693878, -0.05941690962099126, -0.040326649610281436, -0.02772434469116975, -0.004088817636549835, -0.04592555233042739, 0.0010510008259165815, 0.008193857968773727, 0.019418347764692097, 0.006153041642243118, 0.02554079674428393, 0.0025291405316313804, -0.0270626962030625, -0.07, -0.02714285714285715, -0.05862973760932945, -0.05998036532397216, -0.023454160863488616, -0.056207737266212664]",0.0,0.0,1.0,1.9835661611121542,0.950708801237506,0.0,0.8604967964014443,0.5640244904370633,0.5640244904370633,26.0,7.193426882277892,0.0,0.0,0.006993006993006993,0.9089670060130928,-244.1844579034308,0.48194448655835986,0.16193722075853267,0.1630776237216209,11.93006993006993,3.489740639166397,random,0.0,0.0,0.0,-1.3221386464847584,-439.1590416506724,0.06765876540903466,0.0,0.0,0.0,0.0,FAIL,"[(10.0, 32.6392336591302), (10.007963267107328, 42.63923048844855), (15.041474934989111, 51.28004991077755), (23.59479068399152, 56.46085966388249), (33.38671992753173, 58.49017523557215), (43.37646800734521, 58.94287083071639), (53.167511606786604, 56.90928649908973), (62.26066939405416, 52.74821915334111), (71.53638821410945, 49.01177159298757), (81.23806640447654, 46.58742832303679), (91.1696792490244, 45.419924016401396), (101.16108918315877, 45.83432421920196), (110.99628479188863, 47.64234173516277), (120.97880585574302, 48.23333514435056), (130.0843227694794, 44.0993828304431), (136.20681631250838, 36.19273544893123), (138.48697501910607, 26.456161294089767), (134.9360676269263, 17.107842905622086), (127.90196717064919, 10.0)]",sim_2021-01-23--15-27-26,False,0.0,,,
1,0.0,0.008572196993628609,0.008584953239154843,0.0,1.365244587652528,45.371191425610505,-0.08904899702395475,0.1320010124425509,0.13577285131013794,31.0148588410104,8.707903599049203,Successful test,"[0.039795918367346944, 0.053631820074968764, 0.02665751515100001, 0.05857030797767347, 0.05244865942219242, 0.05897120970158245, 0.06128160138594035, 0.04004163336017365, -0.009958366639826355, -0.0028155094969692096, 0.0328987762173165, -0.009990919800423622, -0.04570520551470934, -0.07, -0.026122448979591838, -0.06425239483548523, -0.05065899412659692, -0.01056485210851165, -0.06056485210851165]",0.37656838835297,0.37656838835297,0.0,1.9993919149234263,0.0,191.05559633428325,0.3078507914913727,0.7479068989952272,0.7479068989952272,52.0,14.600434572399852,0.008572196993628609,0.008584953239154843,0.0,1.365244587652528,45.371191425610505,-0.08904899702395475,0.1320010124425509,0.13577285131013794,31.0148588410104,8.707903599049203,random,0.0,0.0,0.0,0.10529498446467755,-156.76395339828966,-0.37454021850907443,0.0,0.0,0.0,0.0,PASS,"[(54.79808630471413, 76.52799075480718), (54.80604957182146, 86.52798758412553), (50.30982724955028, 95.4601757163085), (42.68081339621689, 101.92532440954419), (33.061651168915574, 104.65876876508895), (23.44621119474502, 101.91225932525028), (16.736851447877285, 94.49710647536843), (15.39881395758956, 84.58702798553877), (19.037426054894723, 75.27249622031597), (24.030734286872587, 66.60838213401367), (28.460865935258468, 57.643231071261305), (34.18440187311725, 49.44316178081997), (40.807612328888524, 41.950960284693345), (45.116088721457814, 32.92671343663599), (43.78907293750477, 23.015153059523847), (38.03005819733555, 14.839961977811221), (29.279357193796358, 10.0), (19.303388608722045, 10.692856976302046), (10.0, 14.35986671109972)]",sim_2021-01-23--15-27-57,False,0.0,,,
2,-1.282266810482698,0.01030547575185968,0.010324010780190363,0.0,1.1759288370744536,7.202481627492719,-0.014228253412233082,0.13189365848716716,0.14115907079645842,36.296229802513466,10.197600582722641,Successful test,"[-0.011224489795918363, 0.03469387755102042, 0.019512703040399842, -0.028446480633069548, -0.06065780414623159, -0.048200826012901404, -0.053881818084528896, -0.011977921992545763, 0.02985881270133179, 0.057122687528761686, 0.019954792114728687, 0.055669077829014396, 0.009607705717033921, -0.04039229428296608, 0.0014844704397855707, 0.041280388807132515, 0.058754341258161785, 0.04375186053921219, 0.027985719072627126]",0.3232304884132233,0.3232304884132233,0.0,1.9932446921023146,0.0,110.30306306874793,0.34009807625083605,0.7409151971082373,0.7409151971082373,50.0,13.972671455236444,0.01030547575185968,0.010324010780190363,0.0,1.1759288370744536,7.202481627492719,-0.014228253412233082,0.13189365848716716,0.14115907079645842,36.296229802513466,10.197600582722641,random,0.0,0.0,0.0,-0.03419914496694476,-173.17243944574895,-0.21658206082577566,0.0,0.0,0.0,0.0,PASS,"[(18.296763212419847, 10.0), (18.304726479527176, 19.99999682931835), (17.141857282705928, 29.93215345469857), (13.362334499349302, 39.19040423603347), (10.0, 48.60819095662157), (11.024268483014566, 58.555596350728266), (17.051424485774348, 66.53515714806522), (26.20869291266864, 70.55317095563296), (36.17327872016577, 71.39402152798615), (46.02299112408592, 73.12120581463928), (54.22807559533766, 78.83754982279899), (59.682463230782645, 87.21905658007748), (61.65732731776802, 97.02211282993831), (60.38487881811952, 106.94082619487341), (60.64817029922051, 116.93735947376463), (62.83896879532412, 126.69442880576541), (62.90943835246787, 136.69418050475855), (58.1756151802164, 145.50275122729096), (49.730471780001466, 150.85808062423808)]",sim_2021-01-23--15-28-46,False,0.0,,,
3,0.0,0.02421638410323964,0.024257428822058683,0.0,1.3198436656350003,-60.05401802606415,0.11792035405941802,0.15903829530437963,0.19715977677862137,34.72758037225042,9.805679715910827,Successful test,"[-0.05, -0.032857142857142856, -0.03620991253644315, 0.003530076753733555, -0.03422502528708277, -0.05249490311981282, -0.023159728695380327, -0.06209467173023513, -0.028639051235882236, 0.021360948764117767, 0.03779133020869151, -0.008853213881459163, 0.02686107183282655, -0.007932572548043092, 0.00533273357440589, 0.028802121329507935, 0.004858658092505668, 0.0017974336027097582, -0.023712770478922895]",0.5025366893818533,0.5025366893818533,0.0,1.9991292396941482,0.0,54.50367311134259,0.42123198655264177,0.7905659369601417,0.7905659369601417,58.0,16.32338791928609,0.02421638410323964,0.024257428822058683,0.0,1.3198436656350003,-60.05401802606415,0.11792035405941802,0.15903829530437963,0.19715977677862137,34.72758037225042,9.805679715910827,random,0.0,0.0,0.0,0.1978377009110308,-215.33244464435907,-0.10712463978663479,0.0,0.0,0.0,0.0,PASS,"[(10.0, 43.77696603397519), (10.007963267107328, 53.77696286329354), (14.040613328712098, 62.927795256067384), (20.932852051331622, 70.17327973886245), (28.911931361240732, 76.20107314658473), (37.718709933466116, 80.93822959109781), (47.70077198708282, 81.53692580600602), (57.19824814622072, 78.40675862091719), (64.55156931635901, 71.6296893598873), (68.19090868591937, 62.315441727728924), (71.48896315024717, 52.87495250574856), (77.3954207910779, 44.805642861356894), (84.40364280902384, 37.67228291339564), (92.0248911039792, 31.19798183709096), (100.22386201898291, 25.472872586175022), (108.34772050165526, 19.641670021222165), (117.343954594992, 15.27500400034473), (126.94453680239869, 12.477000912636246), (136.6329043882616, 10.0)]",sim_2021-01-23--15-29-27,False,0.0,,,
4,0.0,0.02650958425849349,0.026557349275175463,0.0,1.4590676339449524,30.585105619379732,-0.060024929761249346,0.1568396220911243,0.16926116963487803,36.41546762589928,10.223636143209012,Successful test,"[0.027551020408163276, 0.037925864223240326, 0.046550246920925804, 0.05351127992102416, 0.010295843194389042, 0.013357067684184966, 0.018459108500511502, 0.011316251357654357, -0.01623476905050891, -0.0029694629280599266, -0.03460211598928442, 0.015397884010715582, 9.176156173598682e-05, -0.043785789458672175, -0.03889215896272334, -0.026963186388383818, 0.0021509983110492847, -0.03356328740323643, -0.025899636430222667]",0.6539204066167476,0.6539204066167476,0.0,1.9983106248199438,0.0,121.24789115888628,0.17442162884607226,0.6757225888329177,0.6757225888329177,65.0,18.39168812929853,0.02650958425849349,0.026557349275175463,0.0,1.4590676339449524,30.585105619379732,-0.060024929761249346,0.1568396220911243,0.16926116963487803,36.41546762589928,10.223636143209012,random,0.0,0.0,0.0,0.3120893958103401,-88.90805694430965,-0.23703117490198167,0.0,0.0,0.0,0.0,PASS,"[(151.45602378828903, 10.0), (151.46398705539636, 19.99999682931835), (148.25585362300336, 29.471421214275576), (141.44701590456287, 36.795336077512445), (131.95945422717472, 39.95542680686745), (121.95948508899488, 39.98027103056077), (112.02643544140138, 38.82505473114207), (102.40180613605608, 36.11092305882244), (93.28622179190074, 31.9992175654061), (84.0722865517641, 28.112908597945065), (74.52820049720668, 25.12787570311751), (64.59455842346256, 23.977764773363074), (54.59641021774976, 23.7853265843206), (44.64312171450824, 22.81990026852004), (34.71717820019931, 24.034661706312832), (26.11534166110692, 29.13450564066368), (19.624705052444718, 36.74184659623377), (14.125308265297008, 45.09389035674589), (10.0, 54.20332676720906)]",sim_2021-01-23--15-30-15,False,0.0,,,
5,,,,,,,,,,,,The road is too sharp,"[0.017346938775510204, -0.028571428571428574, -0.006559766763848396, -0.030029154518950437, -0.0002266912595942222, 0.04977330874040578, 0.06426720887676783, 0.04042749858767273, 0.019658213392201113, 0.045168417473833766, 0.03182062116011927, 0.01781220436007059, 0.0535264900743563, 0.07, 0.02102040816326531, -0.014839650145772593, 0.031078717201166187, 0.06818527994288096, 0.03087459914054276]",,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,INVALID,"[(49.612667071804054, 10.0), (49.62063033891138, 19.99999682931835), (50.18951080904539, 29.983802466984784), (52.494347959356915, 39.71456429278978), (56.53099945696445, 48.86363226099631), (61.900339615926654, 57.29987468623254), (65.0371332482144, 66.79516434523921), (62.55207787318649, 76.48146909901632), (55.55769942659161, 83.62840341701653), (46.76161151354641, 88.38538117878714), (36.90852434004778, 90.09320820499225), (27.135192502414483, 87.976138345138), (18.181271518044028, 83.5233528118285), (11.34575517817538, 76.22433120839501), (10.0, 66.31529780445423), (13.146775903648951, 56.823311636522135), (16.585340930208915, 47.4330895647009), (20.774182247846923, 38.35269263418907), (28.78162126442389, 32.36262415412968)]",,False,0.0,,,
6,0.0,0.016924859376447218,0.016951304469222918,0.0,1.3989503374808965,68.9078040398065,-0.135325356132637,0.1250793999812848,0.1463729640870453,32.91419656786272,9.167112640716915,Successful test,"[-0.009183673469387754, 0.03469387755102042, 0.052590587255310295, 0.043861656282671344, 0.05446156250666763, 0.06197488520489808, 0.05697395382150774, 0.031412624788678206, 0.04288141575163619, 0.04324457281179215, 0.005776071128234245, -0.003407602341153511, 0.034347499699662824, 0.04552785705704653, 0.03200400870257477, -0.017995991297425233, 0.01159584543726866, -0.0322817055831395, -0.07]",0.4514235863154428,0.4514235863154428,0.0,1.998653451005942,0.0,165.3140348703135,0.15686280583547565,0.5973622709862498,0.5973622709862498,52.0,14.526677054564953,0.016924859376447218,0.016951304469222918,0.0,1.3989503374808965,68.9078040398065,-0.135325356132637,0.1250793999812848,0.1463729640870453,32.91419656786272,9.167112640716915,random,0.0,0.0,0.0,0.5702953354309326,-80.47499796610917,-0.3243223885275633,0.0,0.0,0.0,0.0,PASS,"[(47.92107329623006, 29.705184047000746), (47.92903656333739, 39.70518087631909), (46.664881128657015, 49.62495461552142), (41.32612855781588, 58.080587116247614), (32.67468449731484, 63.0958154927048), (22.68037656921912, 63.433171444783454), (14.146989061377809, 58.21960283575778), (10.0, 49.120015937177556), (10.14320512919155, 39.12104137520505), (13.90612819717299, 29.856031392239405), (21.19312403571361, 23.007696437734648), (29.924120928703815, 18.132279198708297), (38.71224062478211, 13.360596874055826), (48.13064753094656, 10.0), (58.1146076029479, 10.566163651856083), (67.14369952876903, 14.864477157764135), (75.84984571800295, 19.78413350060838), (84.7089402601397, 24.422715600074017), (93.99960178457893, 28.121851774683538)]",sim_2021-01-23--15-30-59,False,0.0,,,
7,-1.4387219545041074,0.02452943114001603,0.024571796306060968,0.0,1.2251210394823249,-12.46712832309712,0.02449542070195775,0.12765775443570632,0.13838718484429646,33.66034482758621,9.467186312129007,Successful test,"[0.015306122448979595, 0.0163265306122449, 0.01938775510204082, 0.06326530612244899, 0.02831736776343191, 0.0288363691999082, 0.0141855321632091, 0.0009202260407601207, -0.012345080081688858, 0.0009202260407601276, -0.0368348760000562, -0.05811926800000804, -0.06621138375510253, -0.040361374722199354, -0.04399555092969775, -0.00950666298486147, -0.03909849971955535, 0.0009951941236555073, -0.01839256097838531]",0.8589371795889971,0.8589371795889971,0.0,1.9977902753631456,0.0,97.5496878146629,0.3560789022529564,0.5917567248287846,0.5917567248287846,53.0,15.051386721497877,0.02452943114001603,0.024571796306060968,0.0,1.2251210394823249,-12.46712832309712,0.02449542070195775,0.12765775443570632,0.13838718484429646,33.66034482758621,9.467186312129007,random,0.0,0.0,0.0,-0.10259022103602122,-181.64322815399808,-0.19136542282364413,0.0,0.0,0.0,0.0,PASS,"[(102.78705120221765, 10.0), (102.79501446932498, 19.99999682931835), (101.22783219732393, 29.87643038229311), (97.93127991187473, 39.317444259483395), (91.1207211068032, 46.63975869978591), (81.77477735756948, 50.196911414550776), (71.80511231577323, 50.97522944362737), (61.89908247373952, 49.60754060155195), (52.12449586137641, 47.49627165671999), (42.24531392556814, 45.94650900418266), (32.29376547194774, 44.96330842686111), (22.326628714832538, 45.77336081094688), (13.832184557153823, 51.05014188012892), (10.0, 60.28671925055741), (11.391326938686625, 70.18945671802997), (16.714792715559412, 78.65472175360117), (24.086551528993745, 85.41173085501232), (32.867696811848965, 90.1962357950651), (42.39598396236971, 93.23132129257934)]",sim_2021-01-23--15-31-50,False,0.0,,,
8,,,,,,,,,,,,The road is self-intersecting,"[-0.0030612244897959134, -0.016326530612244892, -0.0051020408163265155, -0.028571428571428557, -0.023352769679300285, -0.05422086035580413, -0.04583623441641785, -0.015512335489613116, -0.06551233548961312, -0.04553615062798957, -0.04264593288375127, -0.04789883796678608, -0.05822838170886304, -0.05865419255877077, -0.039953073906336706, -0.05529750337055164, -0.02774530832362556, -0.03799327023472724, -0.0013821240739554513]",,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,INVALID,"[(10.0, 10.0), (10.007963267107328, 19.99999682931835), (10.983759065832274, 29.95227408425808), (13.018235798293134, 39.743132291028076), (16.664627901047595, 49.054621142601164), (22.57921172110663, 57.11797641416745), (31.10413349185967, 62.34537622693679), (41.091747597012045, 62.842934752701396), (50.7634015820538, 60.30145699485544), (58.650493744115835, 54.153792623149734), (62.1119919608081, 44.77200014538536), (61.238642810975335, 34.81021008222471), (56.09582336389536, 26.233998323252333), (47.319950059382506, 21.43983022616411), (37.3555649597852, 22.283055929592965), (28.977041010950998, 27.742024370499333), (24.03356380586979, 36.43466684116626), (23.01662251211191, 46.382823977292034), (25.265449609830753, 56.12668238577506)]",,False,0.0,,,
9,,,,,,,,,,,,The road is too sharp,"[-0.005102040816326529, 0.010204081632653066, 0.015306122448979602, 0.055102040816326546, 0.04351103706788839, -0.0002449659580616827, -0.04616333330500046, -0.059451904757857214, -0.021808658888906762, 0.002140577142844005, 0.04397731183672156, 0.023455497042890752, 0.06605940804256696, 0.06229420114893814, 0.01700487860616768, 0.01190283778984115, -0.01972981527138334, -0.03911757037342416, -0.02048014512658622]",,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,INVALID,"[(107.7173883039234, 10.0), (107.72535157103073, 19.99999682931835), (107.47823795512252, 29.996943106098712), (105.96146582908936, 39.88124390674662), (101.12946880508133, 48.63634554864533), (92.72899200678226, 54.06147131320038), (83.35982924607663, 57.557009778645565), (75.04562062110384, 63.11344163195106), (70.66372330688351, 72.10226669019025), (70.1910899059706, 82.09109132917263), (70.701462621801, 92.07805882140649), (68.91579124594976, 101.91733611892512), (63.97570676925332, 110.61190714704968), (55.75938474589327, 116.31208718003535), (45.76559348973184, 115.95975732283976), (36.68318521605235, 111.77527886666411), (28.298198872531785, 106.32624188578633), (19.70643965800149, 101.20943882141755), (10.0, 98.80423006424574)]",,False,0.0,,,
