,description,kappas,method,outcome,road,accum_neg_oob,avg_brake,avg_brake_input,avg_oob_counter,avg_oob_distance,avg_steering,avg_steering_input,avg_throttle,avg_throttle_input,avg_vel_kmh,avg_wheelspeed,max_brake,max_brake_input,max_oob_counter,max_oob_distance,max_oob_percentage,max_steering,max_steering_input,max_throttle,max_throttle_input,max_vel_kmh,max_wheelspeed,mean_brake,mean_brake_input,mean_oob_counter,mean_oob_distance,mean_steering,mean_steering_input,mean_throttle,mean_throttle_input,mean_vel_kmh,mean_wheelspeed,min_brake,min_brake_input,min_oob_counter,min_oob_distance,min_steering,min_steering_input,min_throttle,min_throttle_input,min_vel_kmh,min_wheelspeed,parent_index,parent_min_oob_distance,parent_outcome 
151,The road is too sharp,"[0.048138470000959284, 0.004004717347819748, -0.015383037754221066, -0.016403445917486367, -0.062321813264425145, -0.04645788296507149, -0.056492264218074364, -0.037598093988813454, -0.00945982415504662, 0.030336094212300324, -0.05, -0.06142857142857143, -0.020991253644314867, 0.0007205331112036667, -0.0268304872969596, -0.014858859828812826, 0.008610527926289219, 0.036161548334452495, -0.0018615299990407206]",split and swap kappas,INVALID,"[(15.019239019284768, 37.867001768739875), (15.027202286392097, 47.866998598058224), (12.457173657173001, 57.531105015363146), (10.440813008824918, 67.32571014960891), (10.0, 77.3159896197364), (13.424569280642359, 86.7113249113628), (21.216824742980066, 92.97876097483152), (31.084895383916887, 94.59776740640635), (40.61481210351681, 91.5678025027334), (49.17579042506408, 86.39966452295792), (58.228651299044245, 82.1516402767513), (66.82080046886746, 77.03549205337993), (71.4083216858766, 68.14984919067771), (72.05278660787074, 58.17063755025645), (71.68424593156327, 48.17743096928822), (70.01793317461433, 38.31723818232765), (66.34721690150549, 29.015311390402548), (62.387731510240044, 19.832584375165972), (60.565566724815326, 10.0)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Successful test,"[0.05, 0.06142857142857143, 0.020991253644314867, -0.0007205331112036667, 0.0268304872969596, 0.014858859828812826, -0.008610527926289219, -0.036161548334452495, 0.0018615299990407206, -0.048138470000959284, -0.004004717347819748, 0.015383037754221066, 0.016403445917486367, 0.062321813264425145, 0.04645788296507149, 0.056492264218074364, 0.037598093988813454, 0.00945982415504662, -0.030336094212300324]",flip sign kappas,PASS,"[(138.13884039003466, 10.0), (138.146803657142, 19.99999682931835), (132.86593126833125, 28.4918980777489), (124.62587079693947, 34.15770811937637), (115.854829740095, 38.96071121943251), (106.53317471340188, 42.58103545399037), (96.66410889243033, 44.193964411300975), (86.74947660710328, 45.49783044995314), (77.37168906512721, 48.97016407700549), (68.72406552369725, 53.991977204323796), (61.458533051209415, 60.86307885480349), (56.20971441790288, 69.37482972960322), (50.48540183746724, 77.5743568794739), (43.535542518055756, 84.76459021646576), (34.35943712473852, 88.739397106207), (24.450597227491873, 87.39221787138595), (16.489030178958444, 81.34131296949676), (12.135188098884981, 72.33886557216186), (10.0, 62.569476042494216)]",0.0,0.016039115095739395,0.01620112635933272,0.0,1.489748685492527,75.43765786130756,-0.14935066545762757,0.14311044488191182,0.19057168003812763,33.96,9.489318453051187,0.4036263666075499,0.4036263666075499,0.0,1.9944750208486672,0.0,230.99019343962757,0.14223722707268857,0.8502189426902741,0.9589434672806543,55.0,15.638109353958992,0.016039115095739395,0.01620112635933272,0.0,1.489748685492527,75.43765786130756,-0.14935066545762757,0.14311044488191182,0.19057168003812763,33.96,9.489318453051187,0.0,0.0,0.0,0.682100294109683,-72.64810462894134,-0.45131698839587153,0.0,0.0,0.0,0.0,,,
153,The road is too sharp,"[-0.05500000000000001, -0.06757142857142857, -0.023090379008746355, 0.0007925864223240335, -0.029513536026655563, -0.01634474581169411, 0.00947158071891814, 0.03977770316789775, -0.0020476829989447927, 0.05295231700105522, 0.0044051890826017235, -0.016921341529643173, -0.018043790509235005, -0.06855399459086767, -0.05110367126157864, -0.06214149063988181, -0.0413579033876948, -0.010405806570551283, 0.03336970363353036]",increase kappas 10%,INVALID,"[(10.0, 10.0), (10.007963267107328, 19.99999682931835), (15.766545160404661, 28.175492812938437), (24.52392602157518, 33.00335781233561), (33.76407632891426, 36.82691928010116), (43.45630987726955, 39.28874966502545), (53.45441867740044, 39.483224395376446), (63.453306094736405, 39.334058663922065), (73.18693095382974, 41.62677476113949), (82.3179043784944, 45.70419113895373), (90.12808138849368, 51.94928001522113), (95.85270813542084, 60.148587827979846), (102.07891278679344, 67.9738274817685), (109.5713051082783, 74.5968220688835), (119.15118148076607, 77.46491702683912), (128.68243592328685, 74.43916278170815), (135.10299515684335, 66.77258472312214), (136.89014214839935, 56.933575340538326), (136.09958209864132, 46.96487357913897)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Successful test,"[-0.05, -0.06142857142857143, -0.020991253644314867, 0.0007205331112036667, -0.0268304872969596, -0.014858859828812826, 0.008610527926289219, 0.036161548334452495, -0.0018615299990407206, 0.048138470000959284, 0.004004717347819748, -0.015383037754221066, -0.016403445917486367, -0.062321813264425145, -0.04339665847527557, -0.056492264218074364, -0.037598093988813454, -0.00945982415504662, 0.030336094212300324]",randomly modify a kappa,PASS,"[(10.0, 10.0), (10.007963267107328, 19.99999682931835), (15.302353609622884, 28.483476710892774), (23.551427299259956, 34.136156010387616), (32.33010674892979, 38.92518379480738), (41.657515873175356, 42.530657276742964), (51.52913801349047, 44.12786619195742), (61.4458343304116, 45.41594000892708), (70.82914020107611, 48.8733336714354), (79.48475078028656, 53.88136776687247), (86.76121731818276, 60.74088923144104), (92.02358555941234, 69.2442697647171), (97.76094988068903, 77.43466967222719), (104.72225193187973, 84.6138251763299), (113.90467617518061, 88.57401267391636), (123.83105828407716, 87.36284042019747), (131.96484334657995, 81.54549217920257), (136.57806296837418, 72.67316414643165), (138.9958159719241, 62.969841498295835)]",-2.005226002354309,0.01931568567040733,0.01952338121525042,0.0,1.111072545283575,-89.41239061385824,0.17715760380547646,0.14958835047772337,0.1774700158192905,33.212765957446805,9.403183483901364,0.4442492639237958,0.4442492639237958,0.0,1.9962992559763548,0.0,67.2770208774163,0.588294812729656,0.8819368471476462,0.8819368471476462,55.0,15.494753007608605,0.01931568567040733,0.01952338121525042,0.0,1.111072545283575,-89.41239061385824,0.17715760380547646,0.14958835047772337,0.1774700158192905,33.212765957446805,9.403183483901364,0.0,0.0,0.0,-0.23412167194454003,-301.1038992016734,-0.13162901268278515,0.0,0.0,0.0,0.0,,,
155,Successful test,,reversed road,PASS,"[(109.64070347454123, 66.29901642826795), (109.37118920886178, 56.30264898501161), (107.28016791409314, 46.52371090642536), (104.0753000412206, 37.05118104807023), (101.22757836755275, 27.465228759991465), (96.94149836121511, 18.43032321652989), (89.30658683252875, 11.972140349102544), (79.5029822687246, 10.0), (69.87805425671169, 12.713072200213158), (61.726185095518645, 18.505051929009674), (55.331380004490114, 26.19312501969733), (50.55513552747388, 34.978766071764724), (44.689359104965774, 43.07769606042051), (36.24584947179342, 48.43560097507936), (26.27825150388807, 49.239958327385686), (17.3073284579239, 44.82152651243267), (11.99246037859939, 36.35086081844041), (10.007963267107328, 26.549750105134514), (10.0, 16.549753275816165)]",0.0,0.024143114127257847,0.02438947243467885,0.0,1.34108531067237,-5.790317222752977,0.01120721662344676,0.12004215379944277,0.14007334729779933,32.898989898989896,9.247117894753998,0.775968122872751,0.775968122872751,0.0,1.9940833458067828,0.0,155.39106042562668,0.2822109875544738,0.6029121522943758,0.6196642617578508,47.0,13.028735353302316,0.024143114127257847,0.02438947243467885,0.0,1.34108531067237,-5.790317222752977,0.01120721662344676,0.12004215379944277,0.14007334729779933,32.898989898989896,9.247117894753998,0.0,0.0,0.0,0.021214791430342883,-144.36900712065258,-0.30475606922203113,0.0,0.0,0.0,0.0,31.0,-0.26861809880536835,PASS
156,Successful test,"[-0.03349173058022593, 0.00018173880752917447, 0.03655866345290072, -0.013441336547099284, 0.005946418554941532, 0.02489013664218591, 0.06025991068830026, 0.040455937287785494, 0.05419731486824951, 0.014401396500902563, 0.037444497834673504, 0.0017302121203877918, -0.027505779107920993, -0.048199419872004434, -0.048784771581881145, -0.05885022397130448, -0.05170762182423991, -0.020408163265306117, -0.019387755102040816]",reverse kappas,PASS,"[(100.07515880124664, 10.0), (100.08312206835397, 19.99999682931835), (101.74878502833725, 29.860299406001264), (101.5852350639958, 39.8589618870116), (100.26963639199103, 49.77204415915175), (99.32636313881376, 59.72745653483164), (96.86540082046099, 69.41991053099008), (90.62110690472788, 77.23072313237404), (81.38276023366203, 81.05864042317415), (71.41510376122366, 80.2550083883115), (62.29830975286164, 76.14598575402312), (54.539417868242225, 69.83729359773692), (48.15671074056831, 62.13917371543185), (40.83756418473414, 55.32521057389514), (31.518429013086518, 51.6984048646573), (21.58308666907005, 52.83373411522446), (13.634084543355373, 58.90113596489484), (10.054749151596498, 68.23860661562796), (10.0, 78.2384567410248)]",-2.3870137195497114,0.011428540836621358,0.011550121058287541,0.0,1.242121750337543,-13.87153264559134,0.027477212336044877,0.15147447366926606,0.1863421593698436,33.83157894736842,9.51967101769258,0.44694704987829165,0.44694704987829165,0.0,1.9872113756913068,0.0,133.5110383461597,0.35162401072275556,0.9232622059521178,0.9232622059521178,50.0,14.032383213172722,0.011428540836621358,0.011550121058287541,0.0,1.242121750337543,-13.87153264559134,0.027477212336044877,0.15147447366926606,0.1863421593698436,33.83157894736842,9.51967101769258,0.0,0.0,0.0,-0.1951837944887158,-179.92338413226773,-0.2625944290000753,0.0,0.0,0.0,0.0,,,
157,Successful test,"[0.014401396500902563, 0.05419731486824951, 0.040455937287785494, 0.06025991068830026, 0.02489013664218591, 0.005946418554941532, -0.013441336547099284, 0.03655866345290072, 0.00018173880752917447, -0.03349173058022593, -0.019387755102040816, -0.020408163265306117, -0.05170762182423991, -0.05885022397130448, -0.048784771581881145, -0.048199419872004434, -0.027505779107920993, 0.0017302121203877918, 0.037444497834673504]",split and swap kappas,PASS,"[(121.47745676736308, 10.0), (121.48542003447041, 19.99999682931835), (118.12984269098784, 29.420193254653995), (110.84940854965319, 36.275503511213415), (101.1646376939683, 38.76653010137191), (91.31563033156246, 37.03532994677528), (81.8493231042031, 33.81212851384499), (72.26890219642189, 30.945853015964744), (63.08297448718049, 26.993798851281362), (54.773531379472885, 21.43024286254803), (45.65673737111086, 17.321220228259648), (35.782949269208196, 15.737456193207247), (25.79092163445423, 16.13668513293108), (16.58230840835257, 20.035587857040213), (10.792365392830611, 28.188903739367383), (10.0, 38.15746216494951), (13.945713172168865, 47.3461153613093), (21.007788661875317, 54.42616407425523), (28.921234051041235, 60.539868521862154)]",0.0,0.015160992785398649,0.015318919793579883,0.0,1.3053020155151345,6.460734573903778,-0.012777485238323357,0.1342185398702812,0.16183906033932513,32.78350515463917,9.256822315912823,0.3779982475744211,0.3779982475744211,0.0,1.9949656238488305,0.0,122.23584520139204,0.3416307106961415,0.6525384577928385,0.6525384577928385,57.0,16.340001586816687,0.015160992785398649,0.015318919793579883,0.0,1.3053020155151345,6.460734573903778,-0.012777485238323357,0.1342185398702812,0.16183906033932513,32.78350515463917,9.256822315912823,0.0,0.0,0.0,0.11431474017630028,-174.0796434384348,-0.23965859739120254,0.0,0.0,0.0,0.0,,,
158,Successful test,"[0.019387755102040816, 0.020408163265306117, 0.05170762182423991, 0.05885022397130448, 0.048784771581881145, 0.048199419872004434, 0.027505779107920993, -0.0017302121203877918, -0.037444497834673504, -0.014401396500902563, -0.05419731486824951, -0.040455937287785494, -0.06025991068830026, -0.02489013664218591, -0.005946418554941532, 0.013441336547099284, -0.03655866345290072, -0.00018173880752917447, 0.03349173058022593]",flip sign kappas,PASS,"[(109.56134379392822, 16.43905084152963), (109.56930706103554, 26.43904767084798), (107.60042223398888, 36.24330656878746), (102.29905172578731, 44.72242625981497), (93.33517708571418, 49.15514003774534), (83.36631069735579, 48.36665862955725), (74.91427848996557, 43.0222080904243), (69.0356107223933, 34.93263051934514), (64.24537982611162, 26.154607509560517), (57.83833841340824, 18.47672887442283), (49.67725497759905, 12.69773958962909), (40.04801819026497, 10.0), (30.247566995181216, 11.987751587291879), (22.622950793421897, 18.45808602809703), (18.351265691665464, 27.49980635065911), (15.518814724553504, 37.09028191336749), (12.329037368632054, 46.567904000138554), (10.253593180099152, 56.3501599475305), (10.0, 66.34694395535058)]",-1.9658699294891266,0.01660212990860255,0.016766507432450103,0.0,1.218559283048987,13.372633899132698,-0.02639178414424557,0.12296056094659574,0.16395437668710727,31.705882352941178,8.919329716766024,0.46052993188737396,0.46052993188737396,0.0,1.9852088489045672,0.0,184.126462765565,0.27267125572531903,0.6302767709496582,0.726723131461999,47.0,13.14912933688913,0.01660212990860255,0.016766507432450103,0.0,1.218559283048987,13.372633899132698,-0.02639178414424557,0.12296056094659574,0.16395437668710727,31.705882352941178,8.919329716766024,0.0,0.0,0.0,-0.1252561006766979,-138.94887671944852,-0.36040473074484786,0.0,0.0,0.0,0.0,,,
159,Successful test,"[-0.0213265306122449, -0.02244897959183673, -0.0568783840066639, -0.06473524636843493, -0.053663248740069266, -0.05301936185920488, -0.030256357018713095, 0.0019032333324265711, 0.041188947618140855, 0.01584153615099282, 0.05961704635507446, 0.044501531016564046, 0.06628590175713028, 0.0273791503064045, 0.006541060410435686, -0.014785470201809214, 0.0402145297981908, 0.00019991268828209194, -0.036840903638248525]",increase kappas 10%,PASS,"[(10.0, 28.037303339495434), (10.007963267107328, 38.037300168813786), (12.187076763840494, 47.796985838360484), (17.96736244310479, 55.95715112259904), (27.37331364925545, 59.35245404097215), (37.07329060510982, 56.92131293937106), (44.18953918409497, 49.89571644070335), (47.85626236957302, 40.59221489122868), (50.171697986884794, 30.86396952517813), (54.51347247519527, 21.855695867442364), (61.21398172427797, 14.432544528357525), (70.1779400577447, 10.0), (80.15911650815983, 10.613283511663763), (88.3250965038383, 16.385351660098866), (93.00634041314873, 25.221977456269254), (96.12889222274566, 34.72196009816828), (99.64028925012738, 44.08519089293645), (101.93605620233404, 53.81809663074958), (102.23171837759668, 63.8137248690405)]",-5.997150677954709,0.01546373706422888,0.01561242684369262,0.0,1.1500908225984714,-21.815045609295254,0.04298760848774964,0.12257933813709458,0.14422521419477313,30.80952380952381,8.69238267593221,0.46550215175156395,0.46550215175156395,0.0,1.9970748947845023,0.0,135.24655917180544,0.42144319737997293,0.5964858106005022,0.7007136794316257,47.0,13.12322184692515,0.01546373706422888,0.01561242684369262,0.0,1.1500908225984714,-21.815045609295254,0.04298760848774964,0.12257933813709458,0.14422521419477313,30.80952380952381,8.69238267593221,0.0,0.0,0.0,-0.9150437293622584,-215.67277411506896,-0.2679835024759073,0.0,0.0,0.0,0.0,,,
160,Successful test,"[-0.019387755102040816, -0.020408163265306117, -0.05170762182423991, -0.05885022397130448, -0.048784771581881145, -0.048199419872004434, -0.027505779107920993, 0.0017302121203877918, 0.07519959987548984, 0.014401396500902563, 0.05419731486824951, 0.040455937287785494, 0.06025991068830026, 0.02489013664218591, 0.005946418554941532, -0.013441336547099284, 0.03655866345290072, 0.00018173880752917447, -0.03349173058022593]",randomly modify a kappa,PASS,"[(10.0, 10.0), (10.007963267107328, 19.99999682931835), (11.99246037859939, 29.801107542624248), (17.3073284579239, 38.271773236616504), (26.27825150388807, 42.69020505156952), (36.24584947179342, 41.885847699263195), (44.689359104965774, 36.52794278460434), (50.55513552747388, 28.42901279594856), (55.331380004490114, 19.643371743881165), (63.055295160816485, 13.291904617470786), (72.7682148460076, 10.912999157174603), (82.71542207277065, 11.939190361498992), (91.10154115352333, 17.38648388796107), (95.81795026143158, 26.204390959757646), (96.47148915905012, 36.18301245319548), (95.5848323050777, 46.14362687316495), (95.0719805449182, 56.13046736814139), (93.41077428642299, 65.99152176241061), (89.9761950610937, 75.38320241844532)]",0.0,0.023121609027913978,0.023348291469364114,0.0,1.2313613111495285,-11.733943998594137,0.023098138381488754,0.12762834339927667,0.15154317991037453,31.737864077669904,8.933606297676441,0.7749188303898691,0.7749188303898691,0.0,1.9951395796821654,0.0,148.48597358452412,0.37529647492414636,0.6289401594984941,0.6289401594984941,47.0,13.063769150903218,0.023121609027913978,0.023348291469364114,0.0,1.2313613111495285,-11.733943998594137,0.023098138381488754,0.12762834339927667,0.15154317991037453,31.737864077669904,8.933606297676441,0.0,0.0,0.0,0.06463210142242781,-191.42229141275595,-0.2912187409709772,0.0,0.0,0.0,0.0,,,
161,Successful test,,reversed road,PASS,"[(76.26704947124426, 61.9280751614467), (75.6100023201667, 71.90646626629226), (73.25763450820983, 81.62584719705472), (70.42952638229616, 91.21760430553809), (66.373691738107, 100.35818444790296), (59.78140631086961, 107.87761081205028), (50.14389097572419, 110.54562471097147), (40.486516652036755, 107.95041351105297), (31.89546303504703, 102.83242584498657), (25.201838099769958, 95.40306616693645), (20.411087815102462, 86.62532661110784), (15.522780965233977, 77.90153981055334), (11.168907184898387, 68.89910774444442), (10.0, 58.96765991479274), (12.545350994269768, 49.29702455221341), (15.481798831279306, 39.73787845538436), (17.327621628184758, 29.909707811646836), (18.66837822306624, 19.99999682931835), (18.660414955958913, 10.0)]",-2.1535923763163574,0.030140963299149302,0.03046505967871005,0.0,1.366729717210534,52.72590865935971,-0.10453960146535989,0.14912730392966742,0.18178179490762744,35.97872340425532,10.080806220007803,0.5838904584368114,0.5838904584368114,0.0,1.9926186520819302,0.0,175.3471646402242,0.03161949643952151,0.6204721698723057,0.6204721698723057,51.0,14.300293334341035,0.030140963299149302,0.03046505967871005,0.0,1.366729717210534,52.72590865935971,-0.10453960146535989,0.14912730392966742,0.18178179490762744,35.97872340425532,10.080806220007803,0.0,0.0,0.0,-0.4445763650560295,-16.11165921943046,-0.3562204339795852,0.0,0.0,0.0,0.0,14.0,-0.2516453694638221,PASS
162,Successful test,"[0.010238977728245988, -0.03808937690241555, 0.003747357791462, -0.013599580984048204, -0.012579172820782906, -0.04785588380047082, -0.06833039553443192, -0.03818938118716377, -0.016760809758592343, -0.043272931710912496, -0.003477013343565552, 0.005706660125822202, -0.017762727629279836, -0.04889926816207533, -0.026005830903790075, 0.01787172011661809, 0.004606413994169105, 0.005626822157434409, 0.021428571428571436]",reverse kappas,PASS,"[(10.0, 46.08784347640592), (10.007963267107328, 56.08784030572427), (11.403872910686289, 65.98993282533664), (14.471200557245638, 75.50788959707356), (18.00348284552564, 84.8632614141583), (22.72661480565587, 93.67756935563597), (29.858865399747557, 100.68692035719658), (39.66783484446654, 102.63220142495241), (49.10593031012982, 99.32730294224129), (57.29338630738479, 93.5857383215988), (63.417079745843296, 85.6800202219079), (67.54306057087481, 76.57088841742333), (71.77033363226937, 67.50831910930722), (75.44396470782203, 58.207543081430096), (75.87245664783751, 48.216727566301124), (72.61629648245065, 38.761706626221304), (68.97839400657054, 29.44689768690401), (66.40813873852417, 19.78285154374638), (64.33550377958443, 10.0)]",0.0,0.027883695604180046,0.0282079246228333,0.0,1.2953962012507978,-56.81919621740789,0.11263070024974156,0.16823259482214492,0.18708093480942126,35.94252873563219,10.200623347223301,0.43734775259882896,0.43734775259882896,0.0,1.9937631262124729,0.0,4.990369315205039,0.3206829696958179,0.8617696884218491,0.8617696884218491,52.0,14.525947827404503,0.027883695604180046,0.0282079246228333,0.0,1.2953962012507978,-56.81919621740789,0.11263070024974156,0.16823259482214492,0.18708093480942126,35.94252873563219,10.200623347223301,0.0,0.0,0.0,0.03771055135033552,-163.35216719354466,-0.009663034971373904,0.0,0.0,0.0,0.0,,,
163,Successful test,"[-0.043272931710912496, -0.016760809758592343, -0.03818938118716377, -0.06833039553443192, -0.04785588380047082, -0.012579172820782906, -0.013599580984048204, 0.003747357791462, -0.03808937690241555, 0.010238977728245988, 0.021428571428571436, 0.005626822157434409, 0.004606413994169105, 0.01787172011661809, -0.026005830903790075, -0.04889926816207533, -0.017762727629279836, 0.005706660125822202, -0.003477013343565552]",split and swap kappas,PASS,"[(10.0, 62.29708613937194), (10.007963267107328, 72.29708296869029), (12.972383279508534, 81.84759154101644), (18.416738315367454, 90.23561861795878), (27.36621934474894, 94.69732112986392), (37.29614938376268, 93.51558959508435), (46.424487580199184, 89.43227699726887), (54.94178337830823, 84.19246094252861), (63.19073218151763, 78.53959939796287), (70.35248143475383, 71.5603911596474), (76.47617487321233, 63.65467305995649), (83.76981511197127, 56.813414983582184), (91.9194653558846, 51.018313526154266), (100.35483397229771, 45.647600695883725), (109.33933031526723, 41.256834764617594), (118.13787142510745, 36.50439598663722), (124.5879200075072, 28.86261129425788), (128.1828047263434, 19.531116030460232), (131.2089949407721, 10.0)]",0.0,0.028009836681556096,0.028331788827321108,0.0,1.3535027026067217,-66.0503169577947,0.13081380909135806,0.1971819568029041,0.26648923171861866,35.44318181818182,10.037320931612943,0.477387796206909,0.477387796206909,0.0,1.9901112356955237,0.0,35.92543089526719,0.3350984816556199,0.998079151460061,0.9997421498691965,66.0,18.500441720901456,0.028009836681556096,0.028331788827321108,0.0,1.3535027026067217,-66.0503169577947,0.13081380909135806,0.1971819568029041,0.26648923171861866,35.44318181818182,10.037320931612943,0.0,0.0,0.0,0.324971267147806,-171.49867321179158,-0.07091506634500949,0.0,0.0,0.0,0.0,,,
164,Successful test,"[-0.021428571428571436, -0.005626822157434409, -0.004606413994169105, -0.01787172011661809, 0.026005830903790075, 0.04889926816207533, 0.017762727629279836, -0.005706660125822202, 0.003477013343565552, 0.043272931710912496, 0.016760809758592343, 0.03818938118716377, 0.06833039553443192, 0.04785588380047082, 0.012579172820782906, 0.013599580984048204, -0.003747357791462, 0.03808937690241555, -0.010238977728245988]",flip sign kappas,PASS,"[(67.52385805402386, 10.0), (67.53182132113119, 19.99999682931835), (68.88835894566554, 29.90755988353217), (70.74983226620425, 39.732778307410726), (73.7015007809081, 49.28723553842631), (76.2622505125938, 58.953804775320634), (75.10916215953904, 68.88710167262767), (70.76963165078722, 77.89645653097419), (65.8952249651144, 86.62801764355126), (61.11846064892731, 95.41337606922757), (54.43667659434928, 102.85338694610046), (45.85378505113917, 107.98505068776285), (36.20055624632006, 110.59563944162869), (26.558803914052575, 107.94297814338226), (19.95455101130009, 100.43406053852833), (15.8841637393922, 91.29995152578438), (13.040782860357126, 81.71271077691728), (10.672938431457737, 71.99708867843434), (10.0, 62.01975667696885)]",0.0,0.032509606817623715,0.03286685524419101,0.0,1.4516451048391454,31.786334696578237,-0.06308862449929672,0.15932455647037516,0.19730132073559511,36.76086956521739,10.288447037646662,0.4980994130680194,0.4980994130680194,0.0,1.9977479470253134,0.0,180.43242691099803,0.18570133502773678,0.9709595642440012,0.9709595642440012,55.0,15.514560678861269,0.032509606817623715,0.03286685524419101,0.0,1.4516451048391454,31.786334696578237,-0.06308862449929672,0.15932455647037516,0.19730132073559511,36.76086956521739,10.288447037646662,0.0,0.0,0.0,0.5871139497634923,-96.37386513119156,-0.35197907273635676,0.0,0.0,0.0,0.0,,,
165,The road is too sharp,"[0.02357142857142858, 0.006189504373177851, 0.005067055393586015, 0.0196588921282799, -0.028606413994169085, -0.05378919497828286, -0.01953900039220782, 0.006277326138404423, -0.0038247146779221077, -0.04760022488200375, -0.01843689073445158, -0.04200831930588015, -0.07516343508787511, -0.05264147218051791, -0.013837090102861199, -0.014959539082453026, 0.0041220935706082, -0.04189831459265711, 0.011262875501070588]",increase kappas 10%,INVALID,"[(19.51034227247642, 10.0), (19.51830553958375, 19.99999682931835), (18.043620144258696, 29.890664298443724), (16.01488925947632, 39.6827146964518), (12.794135373983565, 49.14985494095453), (10.0, 58.75156351348753), (11.28438998355007, 68.6687376256102), (16.03854056750629, 77.46635390645973), (21.36517167306046, 85.92962756771769), (26.58761925874886, 94.45758401781389), (33.8070461521375, 101.37711256613399), (42.87993520176434, 105.58219095935824), (52.79323234994105, 106.89616951776459), (61.77988257649939, 102.50981366062089), (66.37718975125004, 93.629229966911), (67.82507396332123, 83.734603581421), (67.83823387164817, 73.73461224058411), (67.30976779799327, 63.74858582318486), (64.91572403397988, 54.039386347636494)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Successful test,"[0.021428571428571436, 0.005626822157434409, 0.004606413994169105, 0.01787172011661809, -0.026005830903790075, -0.04889926816207533, -0.017762727629279836, 0.005706660125822202, -0.003477013343565552, -0.043272931710912496, -0.016760809758592343, -0.03818938118716377, -0.06833039553443192, -0.04785588380047082, -0.02992611159629311, -0.013599580984048204, 0.003747357791462, -0.03808937690241555, 0.010238977728245988]",randomly modify a kappa,PASS,"[(18.660414955958913, 10.0), (18.66837822306624, 19.99999682931835), (17.327621628184758, 29.909707811646836), (15.481798831279306, 39.73787845538436), (12.545350994269768, 49.29702455221341), (10.0, 58.96765991479274), (11.168907184898387, 68.89910774444442), (15.522780965233977, 77.90153981055334), (20.411087815102462, 86.62532661110784), (25.201838099769958, 95.40306616693645), (31.89546303504703, 102.83242584498657), (40.486516652036755, 107.95041351105297), (50.14389097572419, 110.54562471097147), (59.78140631086961, 107.87761081205028), (66.373691738107, 100.35818444790296), (69.62246834949653, 90.90062395223134), (70.75258789317613, 80.96468766937438), (71.39207913085073, 70.98515606929729), (70.31698795076565, 61.043115083941046)]",-4.546369331868136,0.028935523293569233,0.029268115515334397,0.0,1.2586525234036954,-39.52573300264431,0.07849222974763534,0.14454375352115603,0.1636057991040961,35.54545454545455,10.071881423415856,0.8304777503559091,0.8304777503559091,0.0,1.9793161018044092,0.0,72.51338540623168,0.3352318877387582,0.7930914994829861,0.7930914994829861,53.0,15.082487115710737,0.028935523293569233,0.029268115515334397,0.0,1.2586525234036954,-39.52573300264431,0.07849222974763534,0.14454375352115603,0.1636057991040961,35.54545454545455,10.071881423415856,0.0,0.0,0.0,-0.7721686043559277,-170.8605937946061,-0.1407807209240242,0.0,0.0,0.0,0.0,,,
167,Successful test,,reversed road,PASS,"[(142.74777751212176, 104.34778967848274), (133.57684355817767, 100.36106540755614), (124.22434376499271, 96.8211858024742), (116.48245855337237, 90.49163499928966), (110.93473720369599, 82.17161169245063), (106.00733593938568, 73.46984653930652), (100.568687853542, 65.07811805237674), (93.54975968179195, 57.95529225640126), (86.39334691418065, 50.97061214206745), (79.53611202619231, 43.69199072788774), (70.91709833094106, 38.62123112787992), (61.118105638846686, 36.62630200124878), (51.1355139277853, 37.2161008909126), (41.244893742956634, 38.691103385642634), (31.247488488059943, 38.91889313379675), (21.77166707711264, 35.72377050894609), (14.371721820386725, 28.997641592737324), (10.007963267107328, 19.99999682931835), (10.0, 10.0)]",0.0,0.01583953191265863,0.016017504181340184,0.0,1.4542494471751874,8.029994603471675,-0.01647903455911023,0.15202791782168382,0.20332353247181242,37.21111111111111,10.46506067257514,0.385361563972058,0.385361563972058,0.0,1.9966703590739503,0.0,112.00535683209871,0.2838046543474409,0.9953943021898257,0.9953943021898257,57.0,16.177420837811617,0.01583953191265863,0.016017504181340184,0.0,1.4542494471751874,8.029994603471675,-0.01647903455911023,0.15202791782168382,0.20332353247181242,37.21111111111111,10.46506067257514,0.0,0.0,0.0,0.4527684061946611,-144.1764849501444,-0.2202113967207108,0.0,0.0,0.0,0.0,53.0,-0.16529705882578627,PASS
