,description,kappas,method,outcome,road,accum_neg_oob,avg_brake,avg_brake_input,avg_oob_counter,avg_oob_distance,avg_steering,avg_steering_input,avg_throttle,avg_throttle_input,avg_vel_kmh,avg_wheelspeed,max_brake,max_brake_input,max_oob_counter,max_oob_distance,max_oob_percentage,max_steering,max_steering_input,max_throttle,max_throttle_input,max_vel_kmh,max_wheelspeed,mean_brake,mean_brake_input,mean_oob_counter,mean_oob_distance,mean_steering,mean_steering_input,mean_throttle,mean_throttle_input,mean_vel_kmh,mean_wheelspeed,min_brake,min_brake_input,min_oob_counter,min_oob_distance,min_steering,min_steering_input,min_throttle,min_throttle_input,min_vel_kmh,min_wheelspeed,parent_index,parent_min_oob_distance,parent_outcome 
65,Successful test,"[0.019387755102040813, -0.008163265306122453, -0.03571428571428571, 0.003965014577259479, -0.01644314868804664, -0.02477598619622777, 0.025224013803772233, -0.00543394819699761, -0.04114823391128332, -0.015286529652727199, 0.004101225449313614, 0.013284898918701368, 0.014305307081966673, -0.025490611285380268, -0.03335350233514745, 0.006036722440584882, -0.04192246123288451, -0.05406580841487439, -0.06327202126682392]",random,PASS,"[(10.545015744364775, 10.0), (10.552979011472104, 19.99999682931835), (10.0, 29.984695833938936), (11.633266362971625, 39.850416334114556), (14.805573954991857, 49.33390011074489), (19.076917632991297, 58.37578172821889), (25.546123636929167, 66.00135539048287), (31.998231085596288, 73.6414018216804), (37.664025424813076, 81.8814730899219), (45.078733179539086, 88.5913247210689), (54.06852615211622, 92.97123594279506), (63.28908928437758, 96.84179346387421), (72.13878841008426, 101.49827554635522), (80.26408293945968, 107.3274769334152), (88.70251076530303, 112.69338187368695), (98.33440661851, 115.38161219733374), (108.24262821182597, 116.73333142030398), (118.2330192695643, 116.29505466588692), (126.89235170334791, 111.2934587404624)]",-1.638410357417004,0.034406720910385935,0.034865477189191085,0.0,1.2720842337938472,-16.97765571710171,0.03398178781319139,0.20034674617533843,0.2688714448288793,42.473684210526315,12.012582157776771,0.5267551371553071,0.5267551371553071,0.0,1.983936439100007,0.0,89.54289598220734,0.1382246250036454,0.9984418821991011,0.9984418821991011,64.0,18.072068272886426,0.034406720910385935,0.034865477189191085,0.0,1.2720842337938472,-16.97765571710171,0.03398178781319139,0.20034674617533843,0.2688714448288793,42.473684210526315,12.012582157776771,0.0,0.0,0.0,-0.2957192379227309,-70.694852523916,-0.17435450646929532,0.0,0.0,0.0,0.0,,,
66,The road is self-intersecting,"[-0.039795918367346944, 0.008567263640149939, -0.008779675135360265, 0.02285297792586423, 0.03431333882990931, 0.04202068206690916, 0.06045151208982562, 0.028680641041919818, 0.055090716904803244, 0.018337509373210745, 0.052010978760965845, 0.04502444117749766, 0.0011448949589264205, 0.03277754802015091, 0.06287979983837967, 0.018708391691606235, 0.0013614529160960315, 0.000341044752830727, 0.02585124883446338]",random,INVALID,"[(53.35271771629558, 10.0), (53.36068098340291, 19.99999682931835), (54.92364253627952, 29.87709919712995), (56.4970932561118, 39.75253603973389), (57.37232340837989, 49.714161016642066), (55.4033094125244, 59.518393974101066), (49.92418640041823, 67.88375176789617), (41.04763732951843, 72.48884423080155), (31.053051538359078, 72.81786529875248), (21.788634475827187, 69.05348268118182), (14.492842468095184, 62.214519384020925), (10.0, 53.28063072583403), (10.192119066077133, 43.28247638293405), (12.666737766667218, 33.59350005482334), (16.741347002194026, 24.461273624332268), (24.56191100932491, 18.22919703539589), (34.21310666127406, 15.611101833193018), (44.07803257343833, 13.973042998013405), (53.95654485771265, 12.419017564038393)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Successful test,"[-0.013265306122448979, -0.0489795918367347, -0.06855060391503541, -0.023800542291052204, -0.015028881309172695, -0.01400847314590739, -0.02013092212549922, 0.0329303023642967, 0.03446134790379458, 0.07, 0.025102040816326533, -0.0016576426488962952, 0.017730112453144514, 0.006505622657226151, 0.023852561432736355, 0.0013232581662402515, 0.028874278574403528, -0.0192660128250741, -0.0182456046618088]",random,PASS,"[(10.0, 10.0), (10.007963267107328, 19.99999682931835), (13.077788304386331, 29.51714841161938), (20.90901682598181, 35.73581867483077), (30.690639822858387, 37.81424393135918), (40.689481347149325, 37.966454877467356), (50.605145533713454, 36.670459607688386), (60.39834635976686, 34.64728942686158), (70.38919385668532, 34.21954383270762), (79.9596232767397, 37.119005975201866), (86.80754848063032, 44.40638687659021), (89.55965439540287, 54.02022653792605), (91.16849932781031, 63.88995895494055), (91.97985056532218, 73.85699006602815), (91.58041416255861, 83.84900940949157), (89.67469025778973, 93.66574086139512), (86.55158460725806, 103.16554144328194), (82.03510133235201, 112.08750192444828), (77.09537102655946, 120.78227417598164)]",-1.5442115652113462,0.03209749822869174,0.03242171538251691,0.0,1.3929130564737842,-16.707421540313224,0.03292510590774025,0.1632546228366332,0.20828221759432725,32.95,9.264376531965372,0.4209893145451331,0.4209893145451331,0.0,1.9990633016004755,0.0,131.35800486804055,0.2511044539532393,0.9835426929249473,0.9835426929249473,57.0,15.951703364724935,0.03209749822869174,0.03242171538251691,0.0,1.3929130564737842,-16.707421540313224,0.03292510590774025,0.1632546228366332,0.20828221759432725,32.95,9.264376531965372,0.0,0.0,0.0,-0.11674210013240938,-127.42603017636597,-0.2561950007360741,0.0,0.0,0.0,0.0,,,
68,Successful test,"[-0.047959183673469394, -0.039125364431486884, -0.06174748616647826, -0.04503463692849068, -0.007273879878941181, -0.02053918600139016, 0.013222313753938841, -0.03677768624606116, -0.010555490175757978, 0.031281244518119575, 0.008440047216654398, -0.02523342217110071, -0.06951361450725518, -0.03468506714486031, -0.007319641167652477, 0.016149746587449568, 0.03349668536295977, 0.027631029565531318, 0.06622983794145026]",random,PASS,"[(10.0, 72.57727390184374), (10.007963267107328, 82.57727073116209), (14.233119503010599, 91.64082714033216), (22.312139486290675, 97.53399573708562), (32.265804560086934, 98.49553179916983), (42.12959330636349, 96.85063922856584), (51.670146000426854, 93.85433245325059), (61.09472127613884, 90.51107343360547), (70.061157241014, 86.08354296078055), (77.73956373129454, 79.67713415630845), (86.03947887167132, 74.09937397299615), (95.27674917401282, 70.26885999162499), (104.16021673723591, 65.6771278507915), (110.3380076415354, 57.813610855022084), (112.23484669595365, 47.995158756975584), (112.04302501806478, 37.99699870405125), (112.29267090713645, 28.000115343219754), (114.99080590231594, 18.370989341978117), (120.4613211830266, 10.0)]",0.0,0.03561384014698116,0.03598481764851221,0.0,1.1634796346241572,-72.00363454926703,0.1426422546976743,0.1887998497836325,0.23152306977735582,32.04123711340206,9.066823603723693,0.6842747105946211,0.6842747105946211,0.0,1.9934155414958687,0.0,43.81387513479121,0.37253564140362166,0.9753326407423445,0.9916227703628014,62.0,17.23545320705723,0.03561384014698116,0.03598481764851221,0.0,1.1634796346241572,-72.00363454926703,0.1426422546976743,0.1887998497836325,0.23152306977735582,32.04123711340206,9.066823603723693,0.0,0.0,0.0,0.04059544703953821,-185.39532662374918,-0.08610153327342146,0.0,0.0,0.0,0.0,,,
69,The road is too sharp,"[0.04183673469387755, 0.06680966264056644, 0.0667434487330959, 0.023264659092308647, 0.010774281076923665, -0.031062453616953888, -0.011918337055969883, -0.017020377872296412, 0.008489826209336235, 0.019714316005254605, 0.04726533641341788, 0.01656228797720497, -0.010988732430958294, -0.028335671206468502, -0.019491084134176523, -0.00010332903213570999, 0.04173340566174184, 0.006108902581013747, 0.037741555642238245]",random,INVALID,"[(167.72498322852238, 12.777442382583322), (167.73294649562973, 22.777439211901672), (162.5707109839325, 31.341977992348184), (153.21384082365978, 34.87028931701867), (143.25381658478705, 33.977027227222216), (133.58899227325298, 31.40969962304309), (123.71386655198401, 29.83429745561675), (113.7299393517078, 30.40104048343862), (103.93206106853094, 32.40143573139623), (94.22839037430585, 34.81779147052841), (84.28141966135158, 35.84627269817916), (74.54903121108347, 33.548313809711345), (66.02904893506317, 28.312867122340727), (57.658256190254235, 22.84205102019893), (48.37998589166742, 19.111943747430274), (38.482225094746745, 17.685643916770438), (28.492414167423874, 17.234337328805424), (18.81149794215756, 14.728372237393446), (10.0, 10.0)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Successful test,"[0.043877551020408176, 0.05757184506455644, 0.029230592695220534, 0.016279330370640728, -0.011271690037522538, -0.0020880165681347873, 0.023422187513497866, -0.0009551275411036099, -0.03462859692885871, -0.06303090587174358, -0.021169347890065922, -0.009491437483713838, -0.008471029320448534, -0.04826694768779548, 0.0002691124690983038, -0.04769007120437109, -0.03605860485103133, -0.02203348848630362, -0.04327897489236883]",random,PASS,"[(88.84939148484705, 10.0), (88.85735475195438, 19.99999682931835), (84.00658969349735, 28.74471399728052), (75.92827976531181, 34.63885589446785), (66.72854639868876, 38.558665326448256), (57.43356186626802, 42.24692542330413), (48.40549412467739, 46.547389683503326), (38.97087667584324, 49.862203945894834), (29.224137430512467, 52.09851208287618), (20.027043390210864, 56.024510199769345), (13.74656405546532, 63.806256747031995), (11.194696237734284, 73.47517450657617), (10.149240608770675, 83.42037548633863), (10.0, 93.41926178635694), (12.655412369332552, 103.06025681533583), (17.52631055181043, 111.79377563056339), (24.31234232127962, 119.13882653738186), (33.49865631764361, 123.08998271756597), (43.43176012184952, 124.2447332598347)]",-2.5945441700210234,0.029070587326446743,0.02937028410300805,0.0,1.3422423349984358,14.526461100293114,-0.028332085807118802,0.18829515404222255,0.2305847991845039,32.8469387755102,9.25024059745452,0.6666194906166972,0.6666194906166972,0.0,1.9913740327435003,0.0,185.75338448347435,0.23924377349447956,0.9996530458759985,0.9996530458759985,58.0,16.433101309789386,0.029070587326446743,0.02937028410300805,0.0,1.3422423349984358,14.526461100293114,-0.028332085807118802,0.18829515404222255,0.2305847991845039,32.8469387755102,9.25024059745452,0.0,0.0,0.0,-0.6018509586533258,-121.39361467452927,-0.3598145324437916,0.0,0.0,0.0,0.0,,,
71,Successful test,,reversed road,PASS,"[(45.127559131228004, 15.110100577149744), (35.919766621215814, 11.209260014839693), (25.993151376505764, 10.0), (16.698757686824138, 13.689748763968407), (11.156060296246931, 22.013119813999076), (10.0, 31.946071268196437), (11.44114470657232, 41.84168150378669), (12.834546498457744, 51.74412723433076), (14.807644818317506, 61.54753903942018), (20.661010050802652, 69.65544354398449), (29.843401409545017, 73.61570728960719), (39.76824010725603, 74.83946250386288), (49.59103525252884, 76.71368115012717), (59.35653071495081, 78.86660901083593), (69.26950233727457, 77.55017685724661), (78.48270486768216, 73.66213118702984), (86.32191511233205, 67.4535256479272), (90.17631222234598, 58.22619543175327), (90.16834895523866, 48.22619860243492)]",-7.751423697470166,0.005439254337552633,0.005497118745398937,0.0,0.7692245489204417,-88.13952969140966,0.17467602468468632,0.14488926755196935,0.19483733568179304,31.28421052631579,8.884615622941146,0.3680275095269567,0.3680275095269567,0.0,1.9982088580937918,0.0,0.0,0.3495341590850708,0.9863528997661527,0.9863528997661527,48.0,13.54425204576394,0.005439254337552633,0.005497118745398937,0.0,0.7692245489204417,-88.13952969140966,0.17467602468468632,0.14488926755196935,0.19483733568179304,31.28421052631579,8.884615622941146,0.0,0.0,0.0,-0.6348456667591149,-183.02998821993336,0.00040951090930980635,0.0,0.0,0.0,0.0,61.0,-1.1934373840785621,FAIL
72,Successful test,"[0.025265450434343015, 0.024695959620991637, 0.031204080857143608, 0.06862162059459559, 0.05245940913518335, 0.04186464069308946, 0.010231987631864968, -0.011196583796706468, 0.022960180340521538, 0.06237622091713889, 0.04528696498796102, 0.011613495600205914, -0.024784255133093094, 0.019093295887315072, 0.05071031940217885, 0.0027511357287094565, 0.05135011772305757, 0.04970428987921699, 0.029591836734693885]",reverse kappas,PASS,"[(68.2251264579698, 64.46723019696155), (68.23308972507712, 74.4672270262799), (65.76863656467017, 84.15879401104353), (60.72615658943129, 92.79438291391024), (52.16534321486949, 97.96279411716445), (42.18471118591024, 97.34071349336013), (33.57626157100669, 92.2520402647408), (26.56878701777771, 85.11794604151609), (19.52698649908468, 78.01773157609784), (12.91474275419337, 70.51584963500162), (10.0, 60.95006296181695), (12.40177070442823, 51.24277201720473), (17.43163418445304, 42.599828457727284), (21.881835687615386, 33.6446228999943), (26.07545153892452, 24.56643001310053), (33.12074720954832, 17.469683652021423), (41.79033493679736, 12.485885036554215), (51.476426800136046, 10.0), (61.15545349006752, 12.513253336930859)]",0.0,0.009664587289037107,0.009762209382865766,0.0,1.4897609819757827,77.1304383264574,-0.15283512407264907,0.1406022298339368,0.18611278247494564,34.53,9.650318365374039,0.27779183788954853,0.27779183788954853,0.0,1.9938358500768234,0.0,177.1605526547047,-0.03618374723465318,0.9401815744779913,0.9401815744779913,50.0,13.855965456098994,0.009664587289037107,0.009762209382865766,0.0,1.4897609819757827,77.1304383264574,-0.15283512407264907,0.1406022298339368,0.18611278247494564,34.53,9.650318365374039,0.0,0.0,0.0,0.8406558781732685,0.0,-0.3529273811942914,0.0,0.0,0.0,0.0,,,
73,Successful test,"[0.06237622091713889, 0.022960180340521538, -0.011196583796706468, 0.010231987631864968, 0.04186464069308946, 0.05245940913518335, 0.06862162059459559, 0.031204080857143608, 0.024695959620991637, 0.025265450434343015, 0.029591836734693885, 0.04970428987921699, 0.05135011772305757, 0.0027511357287094565, 0.05071031940217885, 0.019093295887315072, -0.024784255133093094, 0.011613495600205914, 0.04528696498796102]",split and swap kappas,PASS,"[(64.87033485494447, 20.892046081181853), (64.8782981220518, 30.8920429105002), (60.747023039617766, 39.99877482668505), (56.08756127596656, 48.84690548084428), (51.47082790344876, 57.71740563399688), (44.72526251493377, 65.09963751800518), (35.36211675980987, 68.61126129744189), (25.664619481313693, 66.17024787397219), (18.31863326707866, 59.38522860058256), (13.129538604096908, 50.83693657359762), (10.214795849903531, 41.27114990041296), (10.0, 31.273457029411958), (13.662719671098998, 21.96837859820331), (21.371837621396075, 15.598959438781675), (30.502651075632905, 11.521184841783013), (40.38627372510357, 10.0), (50.19421004654213, 11.950483302826811), (60.05366912901521, 13.621131859836689), (70.0016961160058, 14.63934552410706)]",0.0,0.01782738588449453,0.017992454272313926,0.0,1.5454966899255669,84.2500500402459,-0.16652025905011364,0.14411785834813975,0.1739484810949681,32.25688073394495,8.983548706665312,0.45117473662357743,0.45117473662357743,0.0,1.9976301297406527,0.0,190.07443262722563,-0.0073315741987025045,0.7418810825863954,0.7418810825863954,47.0,13.153102412397171,0.01782738588449453,0.017992454272313926,0.0,1.5454966899255669,84.2500500402459,-0.16652025905011364,0.14411785834813975,0.1739484810949681,32.25688073394495,8.983548706665312,0.0,0.0,0.0,0.757762580080114,0.0,-0.37527493424880287,0.0,0.0,0.0,0.0,,,
74,Car drove out of the lane beamng_executor/sim_2021-01-22--09-50-41,"[-0.029591836734693885, -0.04970428987921699, -0.05135011772305757, -0.0027511357287094565, -0.05071031940217885, -0.019093295887315072, 0.024784255133093094, -0.011613495600205914, -0.04528696498796102, -0.06237622091713889, -0.022960180340521538, 0.011196583796706468, -0.010231987631864968, -0.04186464069308946, -0.05245940913518335, -0.06862162059459559, -0.031204080857143608, -0.024695959620991637, -0.025265450434343015]",flip sign kappas,FAIL,"[(10.0, 48.32835893678981), (10.007963267107328, 58.32835576610816), (13.877051423075727, 67.54953556271472), (21.726139879190328, 73.74564808655487), (30.945523032022976, 77.61901539179016), (40.8605787015066, 78.91965795261947), (50.622632911783256, 76.75117977758069), (60.44243061928239, 74.86131920500011), (70.36530771228277, 73.6217587195019), (79.54138009964655, 69.64687563419483), (85.38182483071398, 61.52965903345374), (87.33930721574458, 51.72311720096789), (88.71693608134379, 41.81846482399534), (90.14231868764983, 31.92057189541503), (88.97044011349948, 21.9894742417089), (83.41449351139491, 13.67494134114482), (74.11423512040679, 10.0), (64.18955839683892, 11.225068133888847), (54.9879902499147, 15.140568566465713)]",-2.4309021160193183,0.008405069693132709,0.00850883598564052,0.012195121951219513,1.0119768631082215,-92.2305967813855,0.18288944764867127,0.16813343196483002,0.21273809532706361,29.24390243902439,8.322165236814788,0.2570917080183541,0.2570917080183541,1.0,1.990116148820141,0.9635843456054328,0.0,0.3944898134512652,0.8172035447660957,0.9652981656105718,49.0,13.791430558253898,0.008405069693132709,0.00850883598564052,0.012195121951219513,1.0119768631082215,-92.2305967813855,0.18288944764867127,0.16813343196483002,0.21273809532706361,29.24390243902439,8.322165236814788,0.0,0.0,0.0,-1.6360684562629269,-201.98919253981805,0.042735511854552516,0.0,0.0,0.0,0.0,,,
75,The road is too sharp,"[0.032551020408163274, 0.05467471886713869, 0.056485129495363336, 0.0030262493015804025, 0.055781351342396736, 0.02100262547604658, -0.027262680646402405, 0.012774845160226507, 0.049815661486757125, 0.06861384300885279, 0.025256198374573696, -0.012316242176377116, 0.011255186395051466, 0.04605110476239841, 0.05770535004870169, 0.07548378265405516, 0.03432448894285797, 0.027165555583090802, 0.027791995477777318]",increase kappas 10%,INVALID,"[(82.19975429052137, 52.56731424400681), (82.2077175576287, 62.56731107332516), (77.99059961661742, 71.63461035544884), (69.62413614779777, 77.11204488494403), (60.019428193333155, 79.89585254881814), (50.02013983108189, 79.7765535607825), (40.79344864507691, 75.92062698496468), (31.450604958906872, 72.3553399199736), (21.874222886398364, 69.47559923697145), (13.649561076110444, 63.78745910979531), (10.0, 54.47721185466081), (10.95618241854418, 44.523031065541744), (12.553948299687672, 34.651499057334824), (14.09932071067093, 24.77162941693107), (18.374004151822447, 15.731326242924954), (26.56863040914253, 10.0), (36.55316529739819, 10.555934407287012), (44.78009983407503, 16.240786923336465), (50.90085590872212, 24.148779404027803)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Successful test,"[0.029591836734693885, 0.007867555185339437, 0.05135011772305757, 0.0027511357287094565, 0.05071031940217885, 0.019093295887315072, -0.024784255133093094, 0.011613495600205914, 0.04528696498796102, 0.06237622091713889, 0.022960180340521538, -0.011196583796706468, 0.010231987631864968, 0.04186464069308946, 0.05245940913518335, 0.06862162059459559, 0.031204080857143608, 0.024695959620991637, 0.025265450434343015]",randomly modify a kappa,PASS,"[(98.99034492993222, 21.26640146236236), (98.99830819703955, 31.26639829168071), (97.14409467460783, 41.09298936962993), (92.50335414613282, 49.95095343296692), (85.66435152820796, 57.24670858182004), (77.14116524047972, 62.476937592550016), (67.34324184949047, 64.4771118910314), (57.606191631792726, 66.75523679059953), (48.040161993011665, 69.66918204574115), (38.040787172233635, 69.78099972587373), (29.398262976877525, 64.75041571080308), (23.612513762444916, 56.59412329159125), (18.31622982397207, 48.11182546358058), (12.979097683023756, 39.65517006619939), (10.0, 30.109229725143273), (11.683129982411728, 20.25189370255042), (18.676883218699146, 13.104347573289044), (28.23864723105091, 10.176435523364267), (38.23709063520613, 10.0)]",0.0,0.015310432865810526,0.015466661772604511,0.0,1.4620447180084255,68.60227494186336,-0.1361032326507377,0.1257027543281587,0.16583270477838227,34.76767676767677,9.700604574010963,0.41514646136711714,0.41514646136711714,0.0,1.999926217040213,0.0,154.83592079985212,0.00517417169599463,0.5649147026723206,0.6070995765224586,51.0,14.198502484157626,0.015310432865810526,0.015466661772604511,0.0,1.4620447180084255,68.60227494186336,-0.1361032326507377,0.1257027543281587,0.16583270477838227,34.76767676767677,9.700604574010963,0.0,0.0,0.0,0.284465049246875,-2.4248088147387983,-0.29903351434253383,0.0,0.0,0.0,0.0,,,
77,Successful test,,reversed road,PASS,"[(12.051661123221045, 10.0), (10.0, 19.78727166453774), (11.131314659675688, 29.723071941355048), (17.09208758658206, 37.75234252552769), (26.318896882448648, 41.607986468854136), (36.2157975421216, 43.04024249783952), (46.170038202427655, 43.99580143202922), (55.96107965013011, 46.02939612354781), (65.21265819177577, 49.82522205313959), (74.16581290459925, 54.27954811756804), (82.32087072984245, 60.06703737172134), (87.51879585875412, 68.60996276962976), (87.56163101809412, 78.60987102666513), (82.74050098620478, 87.37096143914317), (74.09394269151124, 92.39460848650492), (64.10729088851025, 91.87809540282069), (55.28108257328525, 87.17723944073748), (50.05612076380444, 78.6508231894941), (50.04815749669711, 68.65082636017576)]",-6.158575269157014,0.015922096374805832,0.01607090101382271,0.0,1.2792040379052518,15.186671607446627,-0.030497539413751825,0.15178036355128816,0.19041903469139163,31.09259259259259,8.714591624780363,0.7807261235312107,0.7807261235312107,0.0,1.9997810098392614,0.0,152.45833076738475,0.28875656445284226,0.9994226664882196,0.9994226664882196,54.0,15.283517165319463,0.015922096374805832,0.01607090101382271,0.0,1.2792040379052518,15.186671607446627,-0.030497539413751825,0.15178036355128816,0.19041903469139163,31.09259259259259,8.714591624780363,0.0,0.0,0.0,-1.2345845131410678,-148.05954612549107,-0.3000315513973417,0.0,0.0,0.0,0.0,48.0,-1.4456547257265067,FAIL
78,Successful test,"[-0.023862166080330524, 0.02418237212632926, 0.039819151221076196, 0.06522734851232347, 0.04204669236794968, 0.008373222980194578, 0.0012303658373374327, -0.023047557610290717, -0.013863884140902956, -0.0005985780184539768, -0.030508692708006435, -0.05089021223901126, -0.05757469331410343, -0.04389499654888348, -0.06438499264762132, -0.05121615993336111, -0.0363265306122449, -0.07, -0.039795918367346944]",reverse kappas,PASS,"[(98.01365719986211, 10.0), (98.02162046696944, 19.99999682931835), (98.01357343348695, 29.99999359158043), (94.86019803524755, 39.4897893532277), (87.37355620787821, 46.119283613628255), (77.55046967094788, 47.99197442846619), (67.57076289533785, 47.35522277134784), (57.63312288578863, 46.240184188783644), (47.63315800511625, 46.21368163571668), (37.79815296877105, 48.0227355141472), (28.119553583377495, 50.53763390912452), (18.947371486792704, 54.52148576217949), (12.101434262987478, 61.81073425072191), (10.0, 71.58743993506887), (12.91339506793678, 81.1536371512108), (20.339947949177464, 87.8503760816258), (30.218881176244075, 89.40172333326201), (39.82402939998333, 86.61943513826878), (46.69302356658763, 79.35191017173746)]",-3.7259654207886665,0.020531177670212918,0.020745044104277636,0.0,1.1225375098161083,-38.24352434413407,0.07598892071015027,0.12775737967694725,0.1721383114532962,31.938144329896907,8.993869562650055,0.9051346263163067,0.9051346263163067,0.0,1.963782149895614,0.0,138.97121835006894,0.37691001156447035,0.5695842632732626,0.6241819817837604,51.0,14.44656685297474,0.020531177670212918,0.020745044104277636,0.0,1.1225375098161083,-38.24352434413407,0.07598892071015027,0.12775737967694725,0.1721383114532962,31.938144329896907,8.993869562650055,0.0,0.0,0.0,-0.37200391888159023,-192.68136964429144,-0.27241326903043583,0.0,0.0,0.0,0.0,,,
79,Successful test,"[-0.0005985780184539768, -0.013863884140902956, -0.023047557610290717, 0.0012303658373374327, 0.008373222980194578, 0.04204669236794968, 0.06522734851232347, 0.039819151221076196, 0.02418237212632926, -0.023862166080330524, -0.039795918367346944, -0.07, -0.0363265306122449, -0.05121615993336111, -0.06438499264762132, -0.04389499654888348, -0.05757469331410343, -0.05089021223901126, -0.030508692708006435]",split and swap kappas,PASS,"[(44.343954889730824, 10.0), (44.35191815683815, 19.99999682931835), (45.082353446152865, 29.97328436593955), (47.63059495536433, 39.64315847115579), (51.216446443435274, 48.97812869636269), (54.35009089274176, 58.47445811700363), (55.015940738139946, 68.45226569098416), (50.489432495620306, 77.3691442440655), (42.102014799285016, 82.81443802743492), (32.42745424509063, 85.34482892277616), (22.748854859697076, 87.85972731775348), (14.343414663305694, 93.27715983739672), (10.0, 102.28464278562267), (10.822326393018884, 112.25077439740386), (15.791466687617998, 120.92877213493476), (24.69465462589781, 125.48214940193877), (34.67110083902179, 124.79620410044296), (43.05759828343244, 119.34949310986401), (47.42952556663016, 110.35581467273767)]",-2.955379374275006,0.020057935603650334,0.020269071767899282,0.0,0.9829806378269947,-42.1025260001336,0.08374150045079315,0.13339275893373445,0.14094412043994314,32.385416666666664,9.153243037597363,0.6614462370370802,0.6614462370370802,0.0,1.988391170552391,0.0,139.9851132773877,0.3506337894389098,0.9999998197907602,0.9999998197907602,47.0,13.179159479563467,0.020057935603650334,0.020269071767899282,0.0,0.9829806378269947,-42.1025260001336,0.08374150045079315,0.13339275893373445,0.14094412043994314,32.385416666666664,9.153243037597363,0.0,0.0,0.0,-0.38815150594667447,-179.29935673745484,-0.2737171051363259,0.0,0.0,0.0,0.0,,,
80,Car drove out of the lane beamng_executor/sim_2021-01-22--09-54-41,"[0.039795918367346944, 0.07, 0.0363265306122449, 0.05121615993336111, 0.06438499264762132, 0.04389499654888348, 0.05757469331410343, 0.05089021223901126, 0.030508692708006435, 0.0005985780184539768, 0.013863884140902956, 0.023047557610290717, -0.0012303658373374327, -0.008373222980194578, -0.04204669236794968, -0.06522734851232347, -0.039819151221076196, -0.02418237212632926, 0.023862166080330524]",flip sign kappas,FAIL,"[(47.49756464255812, 68.71126720571336), (47.505527909665446, 78.7112640350317), (42.294152348569526, 87.24599102312055), (33.47544205933947, 91.96089810965238), (23.489625548203065, 92.49331580837728), (14.835077293579914, 87.48344609865434), (10.0, 78.73004518443204), (10.026908721963181, 68.73008138846346), (15.211221343439249, 60.17888833469581), (23.357051364207422, 54.37841824402627), (32.30310052659385, 49.90983856093176), (41.548621901480004, 46.09928289193501), (51.33641212095783, 44.05009704885144), (61.28911828285118, 43.07868567615179), (71.18372530381586, 41.63066913595748), (80.40438219500304, 37.76033497790314), (86.35235972081212, 29.72158113464672), (87.46784866438408, 19.783991667539084), (85.40060241646738, 10.0)]",-1.8483184734027507,0.0,0.0,0.043478260869565216,1.129260890805869,237.31754758130356,-0.4861868556245426,0.16948856011441116,0.17719258557415715,9.91304347826087,2.7774568398018586,0.0,0.0,1.0,1.995462589195666,0.9711633932382262,392.3835643996558,-0.1330935501359585,0.5723132020447839,0.5723132020447839,21.0,6.0210185784310335,0.0,0.0,0.043478260869565216,1.129260890805869,237.31754758130356,-0.4861868556245426,0.16948856011441116,0.17719258557415715,9.91304347826087,2.7774568398018586,0.0,0.0,0.0,-0.9776499341999352,0.0,-0.7660356160902735,0.0,0.0,0.0,0.0,,,
81,The road is too sharp,"[-0.043775510204081644, -0.07700000000000001, -0.039959183673469394, -0.056337775926697226, -0.07082349191238346, -0.04828449620377183, -0.06333216264551378, -0.05597923346291239, -0.03355956197880708, -0.0006584358202993746, -0.015250272554993253, -0.025352313371319792, 0.001353402421071176, 0.009210545278214036, 0.046251361604744655, 0.07175008336355582, 0.04380106634318382, 0.02660060933896219, -0.02624838268836358]",increase kappas 10%,INVALID,"[(68.28747726446161, 37.90020047125289), (68.29544053156894, 47.900197300571236), (73.98037862994016, 56.12707269878213), (83.26209644279663, 59.848593146462434), (93.21197996721895, 58.84868422539542), (100.62381552314997, 52.13566004162872), (102.99396197846843, 42.420599270828504), (99.8597700378223, 32.92445053151376), (91.932019559764, 26.82930718966804), (82.14705277530007, 24.766681429396034), (72.15377321756827, 24.40012491121669), (62.16296514229142, 24.82879028535248), (52.463760829532596, 27.263012070515188), (43.12569360781361, 30.840790789589015), (33.61176013389517, 33.920574849203305), (23.61815258546273, 34.278077531590654), (15.115195008932588, 29.015025902380785), (10.866739731426698, 19.962367300896226), (10.0, 10.0)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
