timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(54.10548400878906, 27.236125946044922, -28)	(-0.2684434950351715, 0.9632954597473145, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	1.867397766411729
0.20000000298023224	(54.103939056396484, 27.23932456970215, -27.9703311920166)	(-0.2696954011917114, 0.9629282355308533, -0.005799998063594103)	(-0.024672485888004303, 0.10069987177848816, 0.15605942904949188)	-142.91081212414178	0.3365538699373801	0	0	0.5	0.5	0.08363622689547257	1	False	0	0	1.866352160541633
0.41575001180171967	(54.074649810791016, 27.314891815185547, -27.9036808013916)	(-0.2744944393634796, 0.9615532159805298, -0.008266765624284744)	(-0.028823010623455048, 0.09042898565530777, 0.3892163038253784)	-252.15710917727154	0.5273912112942205	0	0	0.09067678486912173	0.09067678486912173	0.10634726854401275	1	False	0	0	1.8487777018384566
0.6035000197589397	(54.07196807861328, 27.330921173095703, -27.872549057006836)	(-0.2721652090549469, 0.9621524810791016, -0.013741384260356426)	(-0.03758833557367325, 0.28454020619392395, 0.13109055161476135)	-279.48504816690684	0.5448302626722142	0	0	0.44086027527779414	0.44086027527779414	0.3267990454333082	1	False	0	0	1.8485406402682365
0.7842500284314156	(54.06889724731445, 27.383270263671875, -27.83867835998535)	(-0.26675403118133545, 0.9637385606765747, -0.007085024379193783)	(-0.003400004468858242, 0.3161833882331848, 0.2127102017402649)	-273.0674114293488	0.5322149928652422	0	0	0.5443938511138773	0.5443938511138773	0.42548944237615566	1	False	0	0	1.8533888097477402
0.9602500349283218	(54.06383514404297, 27.470157623291016, -27.80089569091797)	(-0.2555600702762604, 0.9667915105819702, 0.001745085697621107)	(-0.0592467300593853, 0.7091239094734192, 0.2593826949596405)	-263.6965051639032	0.5137665458134049	0	0	0.5410433717294516	0.5410433717294516	0.7886511597885139	3	False	0	0	1.8599911228808494
1.1412500441074371	(54.05065155029297, 27.66985511779785, -27.752220153808594)	(-0.2318771928548813, 0.9726576209068298, 0.013045779429376125)	(-0.09597746282815933, 1.5020588636398315, 0.19183465838432312)	-256.12691341440245	0.4978288337375514	0	0	0.14992759752586832	0.14992759752586832	2.8227668682842824	5	False	0	0	1.8643941573132634
1.327000055462122	(54.03245162963867, 28.014280319213867, -27.753385543823242)	(-0.19680507481098175, 0.9803852438926697, 0.010609785094857216)	(-0.05789985880255699, 2.2124531269073486, -0.023996341973543167)	-246.0587445363098	0.4780864328582689	0	0	0.11630588851560658	0.11630588851560658	2.313006279280731	8	False	0	0	1.8765089740031935
1.5095000676810741	(54.02768325805664, 28.45046615600586, -27.760555267333984)	(-0.15170808136463165, 0.9884114265441895, 0.00524532375857234)	(0.05189713463187218, 2.4168214797973633, -0.07678104937076569)	-234.91559987474415	0.4557473914586175	0	0	0	0	2.6802994919043415	9	False	0	0	1.9039385861050007
1.6880000792443752	(54.038665771484375, 28.874130249023438, -27.7683048248291)	(-0.11038462072610855, 0.9938806295394897, -0.00407006312161684)	(0.09247136861085892, 2.328786611557007, -0.012639671564102173)	-224.41615385525486	0.436188126611538	0	0	0.1473319325385778	0.1473319325385778	2.4643473601189188	8	False	0	0	1.9266296766608837
1.8647500835359097	(54.06275177001953, 29.34538459777832, -27.765899658203125)	(-0.06781517714262009, 0.9976963400840759, -0.0017944755963981152)	(0.1971765160560608, 2.825390338897705, 0.05859304964542389)	-215.906434875532	0.4205702800199441	0	0	0	0	2.8744422483441214	10	False	0	0	1.957939556405672
2.050250094383955	(54.112369537353516, 29.841970443725586, -27.769786834716797)	(-0.02138412371277809, 0.9997453093528748, -0.007226243149489164)	(0.28978458046913147, 2.6221373081207275, -0.011040305718779564)	-207.1522162825607	0.4033568485482412	0	0	0.15319521560614818	0.15319521560614818	2.778856475452874	9	False	0	0	1.991758065709115
2.2297501042485237	(54.18317794799805, 30.36870574951172, -27.765600204467773)	(0.023565176874399185, 0.9997174143791199, -0.0031459988094866276)	(0.4998016059398651, 3.082660436630249, -0.029975108802318573)	-203.681014624643	0.39797462367999686	0	0	0	0	3.1332708695688414	11	False	0	0	1.9678113636495942
2.4037501141428947	(54.27565002441406, 30.874032974243164, -27.768796920776367)	(0.06903097778558731, 0.9975742697715759, -0.008967839181423187)	(0.5909400582313538, 2.9210691452026367, 0.03426926210522652)	-198.9602313210446	0.3880215968920339	0	0	0.18066311660918621	0.18066311660918621	3.25502329189132	11	False	0	0	1.921498016916487
2.5822501219809055	(54.403465270996094, 31.448158264160156, -27.76650619506836)	(0.11707167327404022, 0.993113100528717, -0.004548366647213697)	(0.7889540791511536, 3.1110758781433105, -0.017372598871588707)	-196.1710584389297	0.3828932603350833	0	0	0	0	3.139038682194008	12	False	0	0	1.8710501076127777
2.7647501304745674	(54.556373596191406, 32.006710052490234, -27.76726722717285)	(0.1636834442615509, 0.9864861965179443, -0.007266310043632984)	(0.9937836527824402, 3.3203279972076416, 0.06385447084903717)	-190.93477093757826	0.37352912611290395	0	0	0.0771762886435483	0.0771762886435483	3.804932974303613	12	False	0	0	1.8092867726120838
2.941500134766102	(54.748985290527344, 32.607425689697266, -27.76742172241211)	(0.21427887678146362, 0.9767518639564514, -0.006357781123369932)	(1.1209958791732788, 3.2180378437042236, 0.002694549271836877)	-186.84699059720538	0.3634376531321344	0	0	0.06801470398918269	0.06801470398918269	3.4176499044577238	12	False	0	0	1.7431812767785742
3.127500142902136	(54.97870635986328, 33.222774505615234, -27.766048431396484)	(0.26254984736442566, 0.9649062752723694, -0.004847882315516472)	(1.431787371635437, 3.589958429336548, -0.005798122845590115)	-181.43428538103825	0.3555069007542812	0	0	0	0	3.881137996438244	14	False	0	0	1.6723094718871079
3.3122501522302628	(55.245384216308594, 33.8414306640625, -27.769084930419922)	(0.313256174325943, 0.9496254920959473, -0.009053552523255348)	(1.5084645748138428, 3.24938702583313, 0.025494368746876717)	-178.37458969081948	0.3478833393745765	0	0	0.2008180341250505	0.2008180341250505	3.9587161477190644	13	False	0	0	1.5911829512250522
3.491000160574913	(55.55309295654297, 34.47291946411133, -27.766197204589844)	(0.3614944815635681, 0.9323654770851135, -0.00405266834422946)	(1.8085821866989136, 3.4510231018066406, -0.03586335480213165)	-176.0316062296419	0.34309785909292484	0	0	0	0	3.550358806641187	14	False	0	0	1.5022897188658455
